Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1191898.059363,0.342598,120311000.0,3479000.0,3479000.0,57453000.0,25830000.0,790714000.0,123790000.0,97960000.0,-13720000.0,10566000.0,55165898.059363,57453000.0,664896000.0,57453000.0,57453000.0,0.0,57453000.0,57453000.0,57453000.0,29941000.0,87394000.0,-19474000.0,3479000.0,-13720000.0,10566000.0,88370000.0,-125818000.0,-288485000.0,25830000.0,25672000.0,-37448000.0,790714000.0,753266000.0,753266000.0,2024-03-31
0.0,0.281935,125639000.0,0.0,0.0,67404000.0,23967000.0,654336000.0,125639000.0,101672000.0,-7803000.0,7803000.0,67404000.0,67404000.0,840000000.0,67404000.0,67404000.0,0.0,67404000.0,67404000.0,67404000.0,26465000.0,93869000.0,7349000.0,0.0,-7803000.0,7803000.0,90923000.0,185664000.0,106625000.0,23967000.0,23967000.0,276587000.0,654336000.0,930923000.0,930923000.0,2023-12-31
0.0,0.271574,88944000.0,0.0,0.0,42256000.0,22434000.0,610767000.0,88944000.0,66510000.0,-8500000.0,8500000.0,42256000.0,42256000.0,796839000.0,42256000.0,42256000.0,0.0,42256000.0,42256000.0,42256000.0,15754000.0,58010000.0,9772000.0,0.0,-8500000.0,8500000.0,52384000.0,186072000.0,104954000.0,22434000.0,22434000.0,238456000.0,610767000.0,849223000.0,849223000.0,2023-09-30
0.0,0.292736,96265000.0,0.0,0.0,48130000.0,21618000.0,549658000.0,96265000.0,74647000.0,-6596000.0,6596000.0,48130000.0,48130000.0,693962000.0,48130000.0,48130000.0,0.0,48130000.0,48130000.0,48130000.0,19921000.0,68051000.0,3717000.0,0.0,-6596000.0,6596000.0,70889000.0,144304000.0,78855000.0,21618000.0,21618000.0,215193000.0,549658000.0,764851000.0,764851000.0,2023-06-30
110201.792676,0.296241,208433000.0,372000.0,372000.0,126723000.0,21140000.0,888004000.0,208805000.0,187665000.0,-12111000.0,7599000.0,126461201.792676,126723000.0,626328000.0,126723000.0,126723000.0,0.0,126723000.0,126723000.0,126723000.0,53343000.0,180066000.0,-37074000.0,372000.0,-12111000.0,7599000.0,174829000.0,-261676000.0,74737000.0,21140000.0,21078000.0,-86847000.0,888004000.0,801157000.0,801157000.0,2023-03-31
