Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Payables,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Properties,Prepaid Assets,Receivables,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Payable,Cash Cash Equivalents And Federal Funds Sold
5171362179.0,5171362179.0,16692500000.0,1019591000000.0,1188014600000.0,2216713400000.0,1188014600000.0,1197122400000.0,2216713400000.0,1207301500000.0,10179100000.0,1197122400000.0,,,10355300000.0,10355300000.0,15340492300000.0,1019591000000.0,,,16547793800000.0,4071363200000.0,4071363200000.0,,,,9107800000.0,9107800000.0,81483500000.0,,,,,,,,1002898500000.0,,567203200000.0,2024-03-31,,
5171362179.0,5171362179.0,426389300000.0,1353689000000.0,1176237000000.0,2539033800000.0,1176237000000.0,1185344800000.0,2539033800000.0,1195249200000.0,9904400000.0,1185344800000.0,,,10355300000.0,10355300000.0,14873957900000.0,1353689000000.0,,,16069207100000.0,4064463200000.0,4064463200000.0,,,,9107800000.0,9107800000.0,83363000000.0,,,,,,,,927299700000.0,,568770400000.0,2023-12-31,,
5171362179.0,5171362179.0,223838500000.0,1262755300000.0,1129612500000.0,2401475600000.0,1129612500000.0,1138720300000.0,2401475600000.0,1148692300000.0,9972000000.0,1138720300000.0,,,10355300000.0,10355300000.0,14768829700000.0,1262755300000.0,,,15917522000000.0,4062124900000.0,4062124900000.0,,,,9107800000.0,9107800000.0,86072000000.0,,,,,,,,1038916800000.0,,574740800000.0,2023-09-30,,
5171362179.0,5171362179.0,216767600000.0,1233028400000.0,1085906700000.0,2328042900000.0,1085906700000.0,1095014500000.0,2328042900000.0,1104955000000.0,9940500000.0,1095014500000.0,,,10355300000.0,10355300000.0,14312188500000.0,1233028400000.0,,,15417143500000.0,3936193200000.0,3936193200000.0,,,,9107800000.0,9107800000.0,87153800000.0,,,,,,,,1016260800000.0,,579381200000.0,2023-06-30,,
5171362179.0,5171362179.0,72168250000.0,1095902138000.0,1041439378000.0,2146449306000.0,1041439378000.0,1050547168000.0,2146449306000.0,1060493069000.0,9945901000.0,1050547168000.0,20862767000.0,314309522000.0,10355336000.0,10355336000.0,14198296660000.0,1095902138000.0,56718449000.0,56718449000.0,15258789729000.0,3974872337000.0,3956043267000.0,90593926000.0,18829070000.0,18829070000.0,9107790000.0,9107790000.0,89567946000.0,-155763810000.0,245331755000.0,807595000.0,119962440000.0,124561720000.0,72869484000.0,470388501000.0,1023733888000.0,500000000.0,39324664000.0,2023-03-31,,
5171362179.0,5171362179.0,,1022657000000.0,1274011200000.0,2305776000000.0,1274011200000.0,1283119000000.0,2305776000000.0,1293924600000.0,10805600000.0,1283119000000.0,,,10355300000.0,10355300000.0,15203463800000.0,1022657000000.0,,,16497388400000.0,4146525400000.0,4146525400000.0,,,,9107800000.0,9107800000.0,79683200000.0,,,,,,,,1042207400000.0,,575577500000.0,2024-06-30 00:00:00,,
