Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.254646,234551000.0,0.0,0.0,158472000.0,21694000.0,655552000.0,234551000.0,212857000.0,-244000.0,244000.0,158472000.0,158472000.0,1048472000.0,6387424.0,6387424.0,24.81,24.81,158472000.0,158472000.0,0.0,158472000.0,158472000.0,158472000.0,54141000.0,212613000.0,35809000.0,0.0,-244000.0,244000.0,177048000.0,392920000.0,241539000.0,21694000.0,21694000.0,569968000.0,655552000.0,1225520000.0,1225520000.0,2024-03-31,
1006775.384757,0.251694,237638000.0,4000000.0,4000000.0,163127000.0,22912000.0,672390000.0,241638000.0,218726000.0,-731000.0,731000.0,160133775.384757,163127000.0,1050832000.0,,,,,163127000.0,163127000.0,0.0,163127000.0,163127000.0,163127000.0,54868000.0,217995000.0,42324000.0,4000000.0,-731000.0,731000.0,172402000.0,378442000.0,240022000.0,22912000.0,22912000.0,550844000.0,672390000.0,1223234000.0,1223234000.0,2023-12-31,
0.0,0.292944,227791000.0,0.0,0.0,147694000.0,18905000.0,678070000.0,227791000.0,208886000.0,0.0,0.0,147694000.0,147694000.0,1089190000.0,6385387.0,6385387.0,23.13,23.13,147694000.0,147694000.0,0.0,147694000.0,147694000.0,147694000.0,61192000.0,208886000.0,66211000.0,0.0,0.0,0.0,142675000.0,411120000.0,238573000.0,18905000.0,18905000.0,553795000.0,678070000.0,1231865000.0,1231865000.0,2023-09-30,
0.0,0.256116,207002000.0,0.0,0.0,142366000.0,15620000.0,594555000.0,207002000.0,191382000.0,0.0,0.0,142366000.0,142366000.0,970140000.0,6386990.0,6386990.0,22.29,22.29,142366000.0,142366000.0,0.0,142366000.0,142366000.0,142366000.0,49016000.0,191382000.0,52072000.0,0.0,0.0,0.0,139310000.0,375585000.0,219014000.0,15620000.0,15620000.0,514895000.0,594555000.0,1109450000.0,1109450000.0,2023-03-31,
0.0,0.245971,199984000.0,,,122569000.0,37432000.0,882899000.0,199984000.0,162552000.0,56717000.0,0.0,122569000.0,122569000.0,875816000.0,,,,,122569000.0,122569000.0,0.0,122569000.0,122569000.0,122569000.0,39983000.0,162552000.0,-53122000.0,,56717000.0,0.0,172603000.0,-7083000.0,-389315000.0,37432000.0,37432000.0,165520000.0,882899000.0,1048419000.0,1048419000.0,2022-12-31,
0.0,0.259058,275796000.0,0.0,0.0,185031000.0,25618000.0,664417000.0,275796000.0,250178000.0,-454000.0,454000.0,185031000.0,185031000.0,1040335000.0,6386987.0,6386987.0,28.97,28.97,185031000.0,185031000.0,0.0,185031000.0,185031000.0,185031000.0,64693000.0,249724000.0,40366000.0,0.0,-454000.0,454000.0,209812000.0,375918000.0,227075000.0,25618000.0,25618000.0,585730000.0,664417000.0,1250147000.0,1250147000.0,2024-06-30 00:00:00,
19514937.063986,0.169917,238904000.0,114850000.0,114850000.0,276646000.0,20479000.0,646692000.0,353754000.0,333275000.0,0.0,0.0,181310937.063986,276646000.0,1047388000.0,6386103.0,6386103.0,43.32,43.32,276646000.0,276646000.0,0.0,276646000.0,276646000.0,276646000.0,56629000.0,333275000.0,56272000.0,114850000.0,0.0,0.0,162153000.0,400696000.0,237466000.0,20479000.0,20479000.0,562849000.0,646692000.0,1209541000.0,1209541000.0,2023-06-30 00:00:00,-114850000.0
