Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
113888198.0,113888198.0,8549300000.0,11013700000.0,14795100000.0,28826300000.0,16634200000.0,14795100000.0,165000000.0,17977600000.0,24070600000.0,17941800000.0,-35800000.0,17977600000.0,16838700000.0,,,1138900000.0,1138900000.0,41774700000.0,8437500000.0,,,18500000.0,398700000.0,6230700000.0,137700000.0,6093000000.0,25100000.0,33337200000.0,19643700000.0,,4783000000.0,27300000.0,4755700000.0,139100000.0,6483000000.0,,60800000.0,6422200000.0,59716500000.0,9745100000.0,89500000.0,,491400000.0,1214600000.0,1214600000.0,,3502200000.0,88100000.0,3182500000.0,100000.0,3182400000.0,278800000.0,,278800000.0,278800000.0,,,,,49971400000.0,3779900000.0,,,,37102500000.0,,,1108700000.0,1047700000.0,,,6932600000.0,4633200000.0,2299400000.0,,,2024-03-31
113877423.0,113877423.0,3053800000.0,6131200000.0,17156100000.0,23398100000.0,14024300000.0,17156100000.0,47300000.0,17314200000.0,18031900000.0,17284000000.0,-30200000.0,17314200000.0,16175400000.0,,,1138800000.0,1138800000.0,21176600000.0,2816800000.0,,,82700000.0,,744600000.0,26900000.0,717700000.0,17400000.0,18359800000.0,8527700000.0,,5386600000.0,20400000.0,5366200000.0,100700000.0,3795300000.0,,75000000.0,3720300000.0,38460600000.0,6076500000.0,76000000.0,,413100000.0,1133900000.0,1133900000.0,,3417200000.0,90200000.0,158100000.0,200000.0,157900000.0,130900000.0,,130900000.0,130900000.0,,,,,32384100000.0,2098800000.0,,,,22029200000.0,,,1610100000.0,700300000.0,,,5945700000.0,2915600000.0,3030100000.0,,,2023-09-30
113877423.0,113877423.0,6617500000.0,10302500000.0,16535800000.0,26935000000.0,11648000000.0,16535800000.0,61600000.0,16694100000.0,17721200000.0,16867300000.0,173200000.0,16694100000.0,62200000.0,5016000000.0,8054800000.0,1138800000.0,1138800000.0,28284400000.0,2987700000.0,17300000.0,78000000.0,1834900000.0,,1056700000.0,29600000.0,1027100000.0,,25296700000.0,28300000.0,68200000.0,9245800000.0,32000000.0,9213800000.0,476900000.0,4407500000.0,878900000.0,,3528600000.0,45151700000.0,8207000000.0,,822700000.0,408600000.0,996200000.0,93900000.0,902300000.0,5475300000.0,92200000.0,158300000.0,400000.0,157900000.0,143400000.0,-74900000.0,218300000.0,,111500000.0,94200000.0,12600000.0,0.0,36944700000.0,,816400000.0,333700000.0,1928700000.0,25703500000.0,25592800000.0,110700000.0,3713900000.0,616400000.0,-2600000.0,619000000.0,3832100000.0,208700000.0,3623400000.0,2646400000.0,977000000.0,2023-03-31
