Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Stock
724600.0,887061560.0,887786160.0,127700000000.0,155280000000.0,89560000000.0,225720000000.0,90790000000.0,89560000000.0,23490000000.0,93930000000.0,126950000000.0,93930000000.0,0.0,93930000000.0,93040000000.0,,,890000000.0,890000000.0,221570000000.0,56280000000.0,90000000.0,,30000000.0,53340000000.0,20320000000.0,33020000000.0,2740000000.0,165290000000.0,40920000000.0,101940000000.0,3170000000.0,98770000000.0,,1000000000.0,14720000000.0,,,620000000.0,14100000000.0,315500000000.0,59420000000.0,1970000000.0,,1870000000.0,14670000000.0,,14670000000.0,,,,10000000.0,4370000000.0,3140000000.0,1230000000.0,33680000000.0,,33680000000.0,880000000.0,32800000000.0,,,,,256080000000.0,17210000000.0,,180000000.0,,,190510000000.0,,,,,2810000000.0,10180000000.0,,,35190000000.0,31100000000.0,4090000000.0,,2024-03-31,
0.0,887786160.0,887786160.0,115960000000.0,142540000000.0,120060000000.0,244710000000.0,92150000000.0,120060000000.0,21920000000.0,124090000000.0,124370000000.0,124650000000.0,560000000.0,124090000000.0,123200000000.0,,,890000000.0,890000000.0,204670000000.0,21900000000.0,10000000.0,,40000000.0,19190000000.0,18910000000.0,280000000.0,2620000000.0,182770000000.0,39580000000.0,123350000000.0,3010000000.0,120340000000.0,,1030000000.0,15840000000.0,,,1720000000.0,14120000000.0,329320000000.0,54400000000.0,1950000000.0,,1460000000.0,12820000000.0,,12820000000.0,,,,10000000.0,4030000000.0,2800000000.0,1230000000.0,31760000000.0,,31760000000.0,1140000000.0,30620000000.0,,,,,274920000000.0,15700000000.0,,10000000.0,,,183260000000.0,,,,,1380000000.0,15630000000.0,,,58940000000.0,54280000000.0,4660000000.0,,2023-09-30,
,890000000.0,890000000.0,72620000000.0,93670000000.0,114710000000.0,193450000000.0,91430000000.0,114710000000.0,18730000000.0,118510000000.0,118510000000.0,119040000000.0,530000000.0,118510000000.0,70000000.0,86120000000.0,1430000000.0,890000000.0,890000000.0,151190000000.0,18550000000.0,10000000.0,2400000000.0,30000000.0,16070000000.0,16070000000.0,0.0,2400000000.0,132640000000.0,25500000000.0,77600000000.0,2660000000.0,74940000000.0,3210000000.0,1320000000.0,14240000000.0,1260000000.0,110000000.0,730000000.0,12140000000.0,270230000000.0,46160000000.0,50000000.0,3130000000.0,1580000000.0,3540000000.0,1650000000.0,60000000.0,1830000000.0,30000000.0,30000000.0,10000000.0,3800000000.0,2570000000.0,1230000000.0,27610000000.0,-15070000000.0,42680000000.0,1330000000.0,26280000000.0,15880000000.0,24030000000.0,1440000000.0,0.0,224070000000.0,240000000.0,0.0,180000000.0,6850000000.0,12410000000.0,165840000000.0,50000000.0,131570000000.0,3970000000.0,30250000000.0,2370000000.0,6740000000.0,-100000000.0,6840000000.0,28990000000.0,26670000000.0,2320000000.0,2320000000.0,2023-03-31,
