Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3,-1105000.0,0.0,0.0,3430000.0,6480000.0,-1105000.0,-1105000.0,-706000.0,706000.0,3430000.0,3430000.0,12810000.0,,,,,3430000.0,3430000.0,0.0,3430000.0,-530000.0,3960000.0,3960000.0,-5771000.0,-1811000.0,1547000.0,0.0,-706000.0,706000.0,-2652000.0,6330000.0,1715000.0,3678000.0,6480000.0,10158000.0,10158000.0,2024-03-31
0.0,0.3,-735000.0,0.0,0.0,-1176000.0,3904000.0,-735000.0,-735000.0,-636000.0,636000.0,-1176000.0,-1176000.0,8614000.0,32000000.0,32000000.0,-0.09,-0.09,-1176000.0,-1176000.0,0.0,-1176000.0,1650000.0,-2826000.0,-2825000.0,1454000.0,-1371000.0,957000.0,0.0,-636000.0,636000.0,-1692000.0,4710000.0,1322000.0,3018000.0,3904000.0,6922000.0,6922000.0,2023-12-31
0.0,0.3,-5497000.0,0.0,0.0,-3354000.0,3253000.0,-5497000.0,-5497000.0,-1214000.0,1214000.0,-3354000.0,-3354000.0,11855000.0,32000000.0,32000000.0,-0.23,-0.23,-3354000.0,-3354000.0,0.0,-3354000.0,3901000.0,-7255000.0,-7257000.0,546000.0,-6711000.0,689000.0,0.0,-1214000.0,1214000.0,-6187000.0,8602000.0,3510000.0,2415000.0,3253000.0,5668000.0,5668000.0,2023-09-30
0.0,0.3,-2014000.0,0.0,0.0,-2995000.0,2554000.0,-2014000.0,-2014000.0,-875000.0,875000.0,-2995000.0,-2995000.0,8152000.0,24958333.0,24958333.0,-0.12,-0.12,-2995000.0,-2995000.0,0.0,-2995000.0,980000.0,-3975000.0,-3974000.0,1085000.0,-2889000.0,1037000.0,0.0,-875000.0,875000.0,-3049000.0,5598000.0,906000.0,2549000.0,2554000.0,5103000.0,5103000.0,2023-06-30
0.0,0.044971,5762000.0,,,7640000.0,188668000.0,5762000.0,5762000.0,1232000.0,-2221000.0,7640000.0,7640000.0,195431000.0,,,,,7640000.0,7640000.0,0.0,7640000.0,17000.0,7624000.0,7624000.0,359000.0,7983000.0,-2380000.0,,1232000.0,-2221000.0,9135000.0,6763000.0,-8231000.0,15898000.0,188668000.0,204566000.0,204566000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,36800000.0,36800000.0,0.04,0.04,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.343719,-2012000.0,0.0,0.0,-1570000.0,6723000.0,-2012000.0,-2012000.0,-1037000.0,1037000.0,-1570000.0,-1570000.0,11586000.0,32000000.0,32000000.0,-0.01,-0.01,-1570000.0,-1570000.0,0.0,-1570000.0,431000.0,-2001000.0,-2001000.0,-1048000.0,-3049000.0,125000.0,0.0,-1037000.0,1037000.0,-2137000.0,4863000.0,1388000.0,2726000.0,6723000.0,9449000.0,9449000.0,2024-06-30 00:00:00
