Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
21128311.0,21128311.0,14829400000.0,17548200000.0,14636700000.0,32044100000.0,2521900000.0,14636700000.0,2083900000.0,16579800000.0,27828200000.0,17516600000.0,936800000.0,16579800000.0,30800000.0,12689000000.0,2812300000.0,105600000.0,105600000.0,29540800000.0,14232900000.0,200000.0,20900000.0,1314800000.0,12897000000.0,1648600000.0,11248400000.0,,15307900000.0,,91200000.0,4651200000.0,435300000.0,4215900000.0,278100000.0,112100000.0,9371000000.0,1364600000.0,,8006400000.0,47057400000.0,29227600000.0,,1638500000.0,8400000.0,7900000.0,7900000.0,36800000.0,36800000.0,1943100000.0,43200000.0,1899900000.0,25510100000.0,-13927200000.0,39437300000.0,1791600000.0,,30237900000.0,6248200000.0,1159600000.0,0.0,17829800000.0,13400000.0,85900000.0,188700000.0,701300000.0,10408200000.0,71400000.0,430600000.0,3098000000.0,6808200000.0,24500000.0,5766300000.0,-64600000.0,5830900000.0,641500000.0,6600000.0,634900000.0,634900000.0,2024-03-31
21128311.0,21128311.0,13534500000.0,15026900000.0,13296100000.0,28984500000.0,2746300000.0,13296100000.0,1268200000.0,15225800000.0,25045400000.0,15998200000.0,772400000.0,15225800000.0,15120200000.0,,,105600000.0,105600000.0,26469800000.0,12277800000.0,,,1329600000.0,10912700000.0,1093100000.0,9819600000.0,4600000.0,14192000000.0,1030900000.0,,4114200000.0,175100000.0,3939100000.0,,83900000.0,7701100000.0,,137700000.0,7563400000.0,42468000000.0,25529700000.0,763200000.0,409500000.0,,21600000.0,21600000.0,32600000.0,,1929700000.0,29800000.0,1899900000.0,22373100000.0,,22373100000.0,1543300000.0,20829800000.0,,,,,16938300000.0,624000000.0,,,14300000.0,9652300000.0,,,,,,6158500000.0,,,489200000.0,265000000.0,224200000.0,,2023-09-30
21128311.0,21128311.0,11254000000.0,12402300000.0,11837600000.0,25296200000.0,2455300000.0,11837600000.0,875100000.0,13769000000.0,22830700000.0,14379000000.0,610000000.0,13769000000.0,22200000.0,9912400000.0,2812300000.0,105600000.0,105600000.0,23688200000.0,11264500000.0,200000.0,37500000.0,1411200000.0,9815600000.0,753900000.0,9061700000.0,,12423700000.0,1111100000.0,315600000.0,2586700000.0,121200000.0,2465500000.0,225700000.0,67700000.0,8127400000.0,1011200000.0,315600000.0,7116200000.0,38067200000.0,23188200000.0,599100000.0,932900000.0,13800000.0,6100000.0,6100000.0,28200000.0,28200000.0,1931400000.0,31500000.0,1899900000.0,20273700000.0,-11624200000.0,31897900000.0,967400000.0,19307400000.0,25918000000.0,4065200000.0,947300000.0,0.0,14879000000.0,4400000.0,79800000.0,200100000.0,589900000.0,8360100000.0,59900000.0,448600000.0,1729900000.0,6121700000.0,18500000.0,5352900000.0,-74000000.0,5426900000.0,273300000.0,100000.0,273200000.0,273200000.0,2023-03-31
