Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Preferred Securities Outside Stock Equity,Non Current Accrued Expenses
1561249.0,318192868.0,319754117.0,48454600000.0,57612400000.0,100261500000.0,156798700000.0,19781500000.0,100261500000.0,1747000000.0,100933300000.0,122009800000.0,93671500000.0,-7261800000.0,100933300000.0,100293800000.0,,639500000.0,639500000.0,116544400000.0,33288300000.0,919400000.0,,8951700000.0,22731500000.0,1655000000.0,21076500000.0,365000000.0,83256100000.0,14387600000.0,34880900000.0,92000000.0,34788900000.0,,1110900000.0,30069500000.0,,,538300000.0,29531200000.0,210215900000.0,107178300000.0,450600000.0,,3428700000.0,6256900000.0,,6256900000.0,,,,,671800000.0,61300000.0,610500000.0,94179200000.0,,94179200000.0,6322000000.0,87857200000.0,,,,,103037600000.0,8339000000.0,,,,48952800000.0,,,,,972400000.0,787900000.0,34695000000.0,,,9290500000.0,1879700000.0,7410800000.0,,,2024-03-31,,
1857458.0,317896659.0,319754117.0,58025800000.0,61737300000.0,90231200000.0,149745300000.0,11886600000.0,90231200000.0,2303600000.0,90311600000.0,115956400000.0,83467800000.0,-6843800000.0,90311600000.0,89672100000.0,,639500000.0,639500000.0,119059300000.0,36505800000.0,943900000.0,,7274100000.0,27712100000.0,2067300000.0,25644800000.0,281600000.0,82553500000.0,16980200000.0,34025200000.0,236300000.0,33788900000.0,,912300000.0,26926400000.0,,,1009500000.0,25916900000.0,202527100000.0,108087000000.0,486800000.0,,3679000000.0,10174200000.0,,10174200000.0,,,,,80400000.0,,,92217900000.0,,92217900000.0,4644700000.0,87573200000.0,,,,,94440100000.0,10593300000.0,,,,47064200000.0,,,,,1535600000.0,619900000.0,31541000000.0,,,3086100000.0,1678200000.0,1407900000.0,,,2023-09-30,,
2054905.0,317699212.0,319754117.0,46095465000.0,49219337000.0,79148326000.0,126078310000.0,8624765000.0,79148326000.0,2368614000.0,79227587000.0,96575730000.0,72782934000.0,-6444653000.0,79227587000.0,78588100000.0,44646263000.0,639519000.0,639519000.0,109776046000.0,29345146000.0,2461100000.0,2461141000.0,6673886000.0,19474552000.0,2126409000.0,17348143000.0,441467000.0,80430900000.0,8594488000.0,29744785000.0,242205000.0,29502580000.0,955624000.0,955600000.0,33248432000.0,2068413000.0,70907000.0,1055184000.0,30053928000.0,182558980000.0,93503315000.0,479900000.0,6836079000.0,3948139000.0,2268206000.0,1288795000.0,951241000.0,28170000.0,187816000.0,148440000.0,39376000.0,79261000.0,79261000.0,,76635690000.0,-32431065000.0,109066755000.0,2998735000.0,73637000000.0,77546890000.0,15779004000.0,12742126000.0,0.0,89055665000.0,7269500000.0,38387000.0,1351745000.0,5814856000.0,41048243000.0,1162405000.0,5316368000.0,7476975000.0,27092495000.0,2238019000.0,519894000.0,35628583000.0,-853915000.0,36482498000.0,881345000.0,126087000.0,755258000.0,748000.0,754510000.0,2023-03-31,,
