Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,156929325.0,156929325.0,10076317000.0,10483848000.0,14413151000.0,24901684000.0,-1233999000.0,14413151000.0,4531000.0,14422367000.0,18236024000.0,14422367000.0,14422367000.0,14265438000.0,156929000.0,156929000.0,18613749000.0,5360248000.0,,1008425000.0,3815677000.0,2020000.0,3813657000.0,342959000.0,13253501000.0,519851000.0,,6668171000.0,2511000.0,6665660000.0,61526000.0,5999588000.0,,5999588000.0,33036116000.0,21016614000.0,727649000.0,158971000.0,158971000.0,9216000.0,9216000.0,19894382000.0,19894382000.0,3625568000.0,16268814000.0,12019502000.0,177483000.0,6969520000.0,43578000.0,2811000.0,4397302000.0,428808000.0,25808000.0,403000000.0,2024-03-31
,156513200.0,156513200.0,8257309000.0,8363878000.0,12217649000.0,20594455000.0,70380000.0,12217649000.0,,12230577000.0,15055218000.0,12230577000.0,12230577000.0,12074064000.0,156513000.0,156513000.0,17762500000.0,5337950000.0,-1000.0,1692256000.0,2824641000.0,,2824641000.0,316586000.0,12424550000.0,321821000.0,,5539237000.0,,5539237000.0,61941000.0,6501551000.0,55589000.0,6445962000.0,29993077000.0,17498147000.0,553008000.0,163954000.0,163954000.0,12928000.0,12928000.0,16548599000.0,16548599000.0,3533013000.0,13015586000.0,12494930000.0,358285000.0,7057989000.0,63057000.0,0.0,4648814000.0,366785000.0,260216000.0,106569000.0,2023-09-30
,156513200.0,156513200.0,6199231000.0,6382536000.0,11333916000.0,17729665000.0,-369483000.0,11333916000.0,,11347129000.0,12957612000.0,11347129000.0,11347129000.0,11190616000.0,156513000.0,156513000.0,16466464000.0,4314457000.0,,1715521000.0,1610483000.0,,1610483000.0,305240000.0,12152007000.0,380870000.0,0.0,4772053000.0,,4772053000.0,50803000.0,6948281000.0,,6948281000.0,27813593000.0,16031069000.0,543599000.0,146777000.0,146777000.0,13213000.0,13213000.0,15106128000.0,15106128000.0,1633648000.0,13472480000.0,11782524000.0,428962000.0,7339473000.0,47598000.0,39035000.0,3487491000.0,439965000.0,256660000.0,183305000.0,2023-03-31
