Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
59160000.0,0.4,1157700000.0,147900000.0,147900000.0,920600000.0,274900000.0,4202900000.0,1305600000.0,1030700000.0,-92200000.0,92200000.0,831860000.0,920600000.0,6821100000.0,,,,,920600000.0,920600000.0,0.0,920600000.0,-23500000.0,944100000.0,944100000.0,-5600000.0,938500000.0,,0.0,,0.0,-92200000.0,92200000.0,976200000.0,2618200000.0,2343300000.0,274900000.0,274900000.0,3594400000.0,4202900000.0,7797300000.0,7797300000.0,2024-03-31
0.0,0.235895,1369000000.0,0.0,0.0,753200000.0,218200000.0,4309700000.0,1369000000.0,1150800000.0,-133400000.0,133400000.0,753200000.0,753200000.0,6725600000.0,31008646.0,30655271.0,24.29,24.57,753200000.0,753200000.0,0.0,753200000.0,-24200000.0,777400000.0,777400000.0,240000000.0,1017400000.0,33700000.0,0.0,,0.0,-133400000.0,133400000.0,1117100000.0,2415900000.0,2197700000.0,218200000.0,218200000.0,3533000000.0,4309700000.0,7842700000.0,7842700000.0,2023-12-31
-11370119.654332,0.276645,1278700000.0,-41100000.0,-41100000.0,628200000.0,209000000.0,4291100000.0,1237600000.0,1028600000.0,-126000000.0,126000000.0,657929880.345668,628200000.0,6634000000.0,30976331.0,30614035.0,20.28,20.52,628200000.0,628200000.0,0.0,628200000.0,-24700000.0,652900000.0,652900000.0,249700000.0,902600000.0,48300000.0,-41100000.0,41100000.0,41100000.0,-126000000.0,126000000.0,1021400000.0,2342900000.0,2133900000.0,209000000.0,209000000.0,3364300000.0,4291100000.0,7655400000.0,7655400000.0,2023-09-30
0.0,0.267192,1293500000.0,0.0,0.0,700900000.0,197000000.0,3905400000.0,1293500000.0,1096500000.0,-93100000.0,93100000.0,700900000.0,700900000.0,6179600000.0,30917512.0,30540305.0,22.67,22.95,700900000.0,700900000.0,0.0,700900000.0,-34400000.0,735300000.0,735300000.0,268100000.0,1003400000.0,23600000.0,0.0,,0.0,-93100000.0,93100000.0,1072900000.0,2274200000.0,2077200000.0,197000000.0,197000000.0,3347100000.0,3905400000.0,7252500000.0,7252500000.0,2023-06-30
12635054.545455,0.245818,1121200000.0,51400000.0,51400000.0,725700000.0,196000000.0,3214300000.0,1172600000.0,976600000.0,-77700000.0,14100000.0,686935054.545455,725700000.0,6032600000.0,,,,,725700000.0,725700000.0,0.0,725700000.0,-200000.0,725900000.0,725900000.0,236600000.0,962500000.0,-330100000.0,3700000.0,-178200000.0,,-77700000.0,14100000.0,1059200000.0,2818300000.0,-3913900000.0,196000000.0,-150900000.0,3877500000.0,3214300000.0,7091800000.0,7091800000.0,2023-03-31
,,,,,,,,,,,,,,,30634845.0,30074977.0,20.95,21.34,,,,,,,,,,60300000.0,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.275068,1281300000.0,0.0,0.0,715000000.0,200600000.0,4448300000.0,1281300000.0,1080700000.0,-94400000.0,94400000.0,715000000.0,715000000.0,7090100000.0,31195462.0,30845557.0,22.92,23.18,715000000.0,715000000.0,0.0,715000000.0,0.0,715000000.0,715000000.0,271300000.0,986300000.0,45800000.0,0.0,,0.0,-94400000.0,94400000.0,1038800000.0,2641800000.0,2441200000.0,200600000.0,200600000.0,3680600000.0,4448300000.0,8128900000.0,8128900000.0,2024-06-30 00:00:00
