Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
201690000.0,201690000.0,9300000.0,62217900000.0,62434700000.0,31538400000.0,62217900000.0,9300000.0,62434700000.0,62434700000.0,62434700000.0,62434700000.0,60417800000.0,,,2016900000.0,2016900000.0,232053400000.0,5709900000.0,1266300000.0,176500000.0,,8100000.0,8100000.0,4252100000.0,226343500000.0,562600000.0,1200000.0,1200000.0,,1914200000.0,44664200000.0,,,44664200000.0,294488100000.0,36606200000.0,11188000000.0,,5998000000.0,8162400000.0,8162400000.0,,,216800000.0,216800000.0,8878900000.0,,8878900000.0,682400000.0,8196500000.0,,,,,257881900000.0,36533300000.0,700000.0,,57133700000.0,,,,573000000.0,18469300000.0,,,145171900000.0,109937100000.0,35234800000.0,,,2024-03-31
201690000.0,201690000.0,29600000.0,53964400000.0,54143100000.0,25212800000.0,53964400000.0,29600000.0,54143100000.0,54143100000.0,54143100000.0,54143100000.0,52126200000.0,,,2016900000.0,2016900000.0,229611000000.0,5774700000.0,1300600000.0,202100000.0,,3500000.0,3500000.0,4262800000.0,223836300000.0,74700000.0,26100000.0,26100000.0,,1757300000.0,38426300000.0,,,38426300000.0,283754100000.0,34705000000.0,8372400000.0,,4724300000.0,7711400000.0,7711400000.0,,,178700000.0,178700000.0,10546700000.0,,10546700000.0,718500000.0,9828200000.0,,,,,249049100000.0,33569800000.0,3400000.0,,60812000000.0,,,,3018300000.0,9356400000.0,,,142289200000.0,128853600000.0,13435600000.0,,,2023-09-30
201690000.0,201690000.0,60400000.0,47428000000.0,47601600000.0,19453400000.0,47428000000.0,60400000.0,47601600000.0,47601600000.0,47601600000.0,47601600000.0,45584700000.0,21656000000.0,1212300000.0,2016900000.0,2016900000.0,247030100000.0,5631600000.0,300000.0,180200000.0,1334700000.0,3100000.0,3100000.0,4108500000.0,241398500000.0,300000.0,57300000.0,57300000.0,1235700000.0,1741300000.0,44982100000.0,347800000.0,700000.0,44633600000.0,294631700000.0,33779800000.0,24600000.0,164800000.0,4501000000.0,1205900000.0,1205900000.0,5886000000.0,5886000000.0,173600000.0,173600000.0,10685200000.0,-4022400000.0,14707600000.0,616200000.0,1352400000.0,5084500000.0,3741000000.0,3913500000.0,0.0,260851900000.0,39346300000.0,3200000.0,39346300000.0,73568600000.0,71187000000.0,1347600000.0,1034000000.0,5046300000.0,10023300000.0,-7527500000.0,17550800000.0,132864200000.0,114180000000.0,18684200000.0,15159900000.0,3524300000.0,2023-03-31
