Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.373277,0.0,0.0,33282700000.0,95440500000.0,169658200000.0,265098700000.0,33282700000.0,33282700000.0,,,,,33282700000.0,33282700000.0,33282700000.0,,33282700000.0,0.0,33282700000.0,19713500000.0,52812000000.0,0.0,78741800000.0,30829100000.0,146457600000.0,146457600000.0,2024-03-31
0.0,0.349985,0.0,0.0,36253900000.0,92854100000.0,162355100000.0,255209200000.0,36253900000.0,36253900000.0,7413885481.0,7413885481.0,4.89,4.89,36253900000.0,36253900000.0,36253900000.0,0.0,36253900000.0,0.0,36253900000.0,19439300000.0,55543300000.0,0.0,67688900000.0,33918000000.0,135664700000.0,135664700000.0,2023-12-31
0.0,0.353956,0.0,0.0,35718000000.0,92334100000.0,154981800000.0,247315900000.0,35718000000.0,35718000000.0,6949027237.0,6949027237.0,5.14,5.14,35718000000.0,35718000000.0,35718000000.0,0.0,35718000000.0,0.0,35718000000.0,19440200000.0,54922700000.0,0.0,62712000000.0,31065100000.0,134543200000.0,134543200000.0,2023-09-30
0.0,0.374483,,,32716500000.0,89489900000.0,146641900000.0,236131800000.0,32716500000.0,32716500000.0,6830167015.0,6830167015.0,4.79,4.79,32716500000.0,32716500000.0,32716500000.0,,32716500000.0,,32716500000.0,19399800000.0,51804200000.0,,59925700000.0,27323900000.0,131581000000.0,131581000000.0,2023-06-30
0.0,0.284665,0.0,0.0,28117800000.0,83529500000.0,138100500000.0,221630000000.0,28117800000.0,28117800000.0,6841313869.0,6841313869.0,4.11,4.11,28117800000.0,28117800000.0,28117800000.0,0.0,28117800000.0,0.0,28117800000.0,11136900000.0,39122800000.0,0.0,64951700000.0,23716300000.0,139534600000.0,139534600000.0,2023-03-31
,,0.0,0.0,,,,,,,6838851964.0,6838851964.0,3.31,3.31,,,,0.0,,0.0,,,,0.0,,,,,2022-12-31
0.0,0.273195,0.0,0.0,36417800000.0,95229500000.0,170039700000.0,265269200000.0,36417800000.0,36417800000.0,7634758910.0,7634758910.0,4.77,4.77,36417800000.0,36417800000.0,36417800000.0,0.0,36417800000.0,0.0,36417800000.0,13535400000.0,49544900000.0,0.0,76520800000.0,40350100000.0,143215000000.0,143215000000.0,2024-06-30 00:00:00
