Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current,Investmentsin Joint Venturesat Cost
310663663.0,310663663.0,21728500000.0,22702500000.0,912000000.0,23621200000.0,856000000.0,912000000.0,29500000.0,948200000.0,22053400000.0,948200000.0,948200000.0,-2158400000.0,,,3106600000.0,3106600000.0,32813000000.0,22233200000.0,,21112700000.0,7500000.0,21105200000.0,311200000.0,10579800000.0,1281900000.0,1589800000.0,22000000.0,1567800000.0,114700000.0,6230500000.0,,,2000000.0,6228500000.0,33761200000.0,22325400000.0,118200000.0,,3518600000.0,1013700000.0,,1013700000.0,0.0,36200000.0,,17588500000.0,,17588500000.0,341300000.0,17247200000.0,,,,,11435800000.0,1280800000.0,,,,2865900000.0,,,,300000.0,67200000.0,4681000000.0,,,2540600000.0,1596100000.0,944500000.0,,,2024-03-31,,
310663663.0,310663663.0,19057000000.0,20222700000.0,3778000000.0,24011900000.0,-935300000.0,3778000000.0,29500000.0,3818700000.0,21681600000.0,3818700000.0,3818700000.0,712100000.0,,,3106600000.0,3106600000.0,29993900000.0,19051500000.0,,17869900000.0,7000000.0,17862900000.0,300900000.0,10942400000.0,1797000000.0,2352800000.0,22500000.0,2330300000.0,136800000.0,5898400000.0,,,2100000.0,5896300000.0,33812600000.0,23805500000.0,74000000.0,,4773100000.0,1088600000.0,,1088600000.0,0.0,40700000.0,,17750600000.0,,17750600000.0,532100000.0,17218500000.0,,,,,10007100000.0,1501500000.0,,,,2291200000.0,,,,217500000.0,,3677500000.0,,,2319400000.0,1183200000.0,1136200000.0,,,2023-09-30,,
310663663.0,310663663.0,18822000000.0,19398500000.0,4680100000.0,24090700000.0,372000000.0,4680100000.0,39600000.0,4731800000.0,23041300000.0,4731800000.0,4731800000.0,658600000.0,-14966000000.0,12632700000.0,3106600000.0,3106600000.0,29618200000.0,19445400000.0,1900000.0,18328400000.0,18900000.0,18309500000.0,291200000.0,10172800000.0,6100000.0,1070100000.0,20700000.0,1049400000.0,163100000.0,7752300000.0,1794700000.0,200000.0,2000000.0,5955400000.0,34350000000.0,23805200000.0,-8200000.0,213900000.0,4616800000.0,822300000.0,100000.0,822200000.0,0.0,51700000.0,51700000.0,18019400000.0,-6946700000.0,24966100000.0,710400000.0,1000000.0,14395400000.0,4115400000.0,5743900000.0,0.0,10544800000.0,6100000.0,600000000.0,562800000.0,1311500000.0,2320800000.0,591400000.0,520200000.0,1209200000.0,1124400000.0,,3721300000.0,-113200000.0,3834500000.0,897900000.0,361000000.0,536900000.0,0.0,536900000.0,2023-03-31,,
