Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
10200000.0,10200000.0,2000000.0,188800000.0,192300000.0,125100000.0,188800000.0,190300000.0,191700000.0,190300000.0,190300000.0,88300000.0,,,102000000.0,102000000.0,14100000.0,3000000.0,400000.0,1200000.0,1400000.0,1400000.0,11100000.0,700000.0,600000.0,600000.0,,7600000.0,,7600000.0,204400000.0,68200000.0,34000000.0,,9600000.0,9600000.0,1500000.0,17900000.0,,17900000.0,17900000.0,,,,,136200000.0,18400000.0,,7200000.0,,,46000000.0,,,64600000.0,51900000.0,12700000.0,,2024-03-31
10200000.0,10200000.0,2200000.0,181300000.0,185200000.0,119300000.0,181300000.0,183000000.0,184700000.0,183000000.0,183000000.0,81000000.0,,,102000000.0,102000000.0,16000000.0,2600000.0,500000.0,400000.0,1700000.0,1700000.0,13400000.0,400000.0,500000.0,500000.0,,11800000.0,,11800000.0,199000000.0,66300000.0,31400000.0,,7300000.0,7300000.0,1700000.0,18600000.0,,,,,,,,132700000.0,19800000.0,,6700000.0,,,45400000.0,,,60800000.0,57600000.0,3200000.0,,2023-09-30
10200000.0,10200000.0,2500000.0,184500000.0,187000000.0,129800000.0,184500000.0,184500000.0,186500000.0,184500000.0,184500000.0,82500000.0,28500000.0,54000000.0,102000000.0,102000000.0,21000000.0,4500000.0,700000.0,1800000.0,2000000.0,2000000.0,16500000.0,-100000.0,500000.0,500000.0,200000.0,15300000.0,800000.0,14500000.0,205500000.0,59200000.0,100000.0,26200000.0,6500000.0,6500000.0,,19900000.0,-3300000.0,23200000.0,300000.0,11600000.0,7300000.0,4000000.0,0.0,146300000.0,16400000.0,55800000.0,4300000.0,4300000.0,1000000.0,57300000.0,0.0,57300000.0,27900000.0,10000000.0,17900000.0,17900000.0,2023-03-31
