Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
1374668619.0,1374668619.0,1020812700000.0,1163222200000.0,610258700000.0,2003990100000.0,414791400000.0,610258700000.0,22824500000.0,863592400000.0,1428662100000.0,1025496600000.0,161904200000.0,863592400000.0,860843100000.0,,,2749300000.0,2749300000.0,2370775800000.0,604768500000.0,6180200000.0,,,,5336300000.0,582417500000.0,17347800000.0,565069700000.0,9873800000.0,1766007300000.0,523337300000.0,580804700000.0,5476700000.0,575328000000.0,34575100000.0,551533500000.0,,,18604700000.0,532928800000.0,3396272400000.0,1215474700000.0,21566500000.0,,38637200000.0,113780200000.0,,113780200000.0,12642500000.0,21913700000.0,253333700000.0,175324900000.0,78008800000.0,184840900000.0,,184840900000.0,28970400000.0,155870500000.0,,,,,2180798700000.0,708823000000.0,10053600000.0,,,,66201900000.0,,,,,349211300000.0,487709500000.0,,,558799400000.0,439214400000.0,119585000000.0,,,2024-03-31,
1374398717.0,1374398717.0,1072705500000.0,1221087500000.0,527532400000.0,1981480100000.0,416936700000.0,527532400000.0,23725100000.0,784117700000.0,1368051500000.0,934499100000.0,150381400000.0,784117700000.0,781368900000.0,,,2748800000.0,2748800000.0,2296721200000.0,624174200000.0,5095300000.0,,,,5412100000.0,602813300000.0,18879500000.0,583933800000.0,9394300000.0,1672547000000.0,457871100000.0,618274200000.0,4845600000.0,613428600000.0,36900900000.0,480143800000.0,,,34937400000.0,445206400000.0,3231220300000.0,1141736600000.0,24492100000.0,,38869300000.0,114786800000.0,,114786800000.0,12623600000.0,25968600000.0,256585300000.0,178629400000.0,77955900000.0,176038400000.0,,176038400000.0,27391100000.0,148647300000.0,,,,,2089483700000.0,670672800000.0,9887500000.0,,,,66238600000.0,,,,,348985900000.0,479772500000.0,,,513926400000.0,389269500000.0,124656900000.0,,,2023-09-30,
1405482190.0,1405482190.0,1015866900000.0,1206504400000.0,634028400000.0,2078393300000.0,601383300000.0,634028400000.0,21370600000.0,893259500000.0,1505436300000.0,1035672200000.0,142412700000.0,893259500000.0,4670900000.0,745199400000.0,90990500000.0,2811000000.0,2811000000.0,2267850900000.0,647191000000.0,817300000.0,0.0,2248700000.0,646400000.0,6304300000.0,628639900000.0,16463100000.0,612176800000.0,8699900000.0,1620659900000.0,421665500000.0,577864500000.0,4907500000.0,572957000000.0,34934700000.0,619890500000.0,106823700000.0,1291000000.0,13934600000.0,497841200000.0,3303523100000.0,1081479900000.0,59890400000.0,4952900000.0,39847900000.0,89693800000.0,5491600000.0,84202200000.0,13048600000.0,33602200000.0,259231100000.0,181244600000.0,77986500000.0,164232400000.0,-111189400000.0,275421800000.0,29490900000.0,5860200000.0,158057800000.0,67650000000.0,14362900000.0,0.0,2222043200000.0,129900000.0,9888000000.0,271100000.0,36557200000.0,6932700000.0,68287800000.0,4360500000.0,47330000000.0,3268100000.0,13329200000.0,1108288200000.0,447315300000.0,-44148400000.0,491463700000.0,544373000000.0,375106100000.0,169266900000.0,64702000000.0,104564900000.0,2023-03-31,
