Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3381,125048000.0,0.0,0.0,46938000.0,24513000.0,540273000.0,125048000.0,100535000.0,-29621000.0,29621000.0,46938000.0,46938000.0,709323000.0,,,,,46938000.0,46938000.0,0.0,46938000.0,46938000.0,46938000.0,23976000.0,70914000.0,6508000.0,0.0,-29621000.0,29621000.0,94027000.0,169050000.0,24513000.0,24513000.0,263077000.0,540273000.0,803350000.0,803350000.0,2024-03-31
0.0,0.335066,133042000.0,0.0,0.0,51053000.0,27269000.0,591748000.0,133042000.0,105773000.0,-28994000.0,28994000.0,51053000.0,51053000.0,762746000.0,17913333.0,17913333.0,2.85,2.85,51053000.0,51053000.0,0.0,51053000.0,51053000.0,51053000.0,25726000.0,76779000.0,3614000.0,0.0,-28994000.0,28994000.0,102159000.0,170998000.0,27269000.0,27269000.0,273157000.0,591748000.0,864905000.0,864905000.0,2023-12-31
0.0,0.300011,100763000.0,0.0,0.0,32868000.0,24008000.0,532490000.0,100763000.0,76755000.0,-29800000.0,29800000.0,32868000.0,32868000.0,690139000.0,17863043.0,17863043.0,1.84,1.84,32868000.0,32868000.0,0.0,32868000.0,32868000.0,32868000.0,14087000.0,46955000.0,2742000.0,0.0,-29800000.0,29800000.0,74013000.0,157649000.0,24008000.0,24008000.0,231662000.0,532490000.0,764152000.0,764152000.0,2023-09-30
0.0,0.299954,61190000.0,0.0,0.0,7620000.0,23924000.0,327302000.0,61190000.0,37266000.0,-26381000.0,26381000.0,7620000.0,7620000.0,469680000.0,17720930.0,17720930.0,0.43,0.43,7620000.0,7620000.0,0.0,7620000.0,7620000.0,7620000.0,3265000.0,10885000.0,3954000.0,0.0,-26381000.0,26381000.0,33312000.0,142378000.0,23924000.0,23924000.0,175690000.0,327302000.0,502992000.0,502992000.0,2023-06-30
-3245415.085514,0.39782,92824000.0,-8158000.0,-8158000.0,29611000.0,23483000.0,288346000.0,84666000.0,61183000.0,10328000.0,12010000.0,34523584.914486,29611000.0,592955000.0,,,,,29611000.0,29611000.0,0.0,29611000.0,29611000.0,29611000.0,19562000.0,49173000.0,-32166000.0,-7158000.0,10328000.0,12010000.0,77058000.0,304609000.0,23483000.0,22803000.0,381667000.0,288346000.0,670013000.0,670013000.0,2023-03-31
,,,,,,,,,,,,,,,17912935.0,17912935.0,2.01,2.01,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.329973,85335000.0,,,10303000.0,33087000.0,404732000.0,85335000.0,52248000.0,-36871000.0,36871000.0,10303000.0,10303000.0,577976000.0,18398214.0,18398214.0,0.56,0.56,10303000.0,10303000.0,0.0,10303000.0,10303000.0,10303000.0,5074000.0,15377000.0,4969000.0,,-36871000.0,36871000.0,47279000.0,173244000.0,33087000.0,33087000.0,220523000.0,404732000.0,625255000.0,625255000.0,2024-06-30 00:00:00
