Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.286754,1570000000.0,0.0,0.0,773500000.0,90800000.0,5635700000.0,1570000000.0,1479200000.0,-283400000.0,283400000.0,773500000.0,697300000.0,7190500000.0,,,,,697300000.0,697300000.0,0.0,697300000.0,-79400000.0,776700000.0,-76200000.0,852900000.0,342900000.0,1195800000.0,455900000.0,0.0,,0.0,0.0,,-283400000.0,283400000.0,1020600000.0,1554800000.0,995200000.0,90800000.0,90800000.0,2575400000.0,5635700000.0,8211100000.0,8211100000.0,2024-03-31
0.0,0.277893,1729500000.0,0.0,0.0,894900000.0,93300000.0,4584900000.0,1729500000.0,1636200000.0,-281000000.0,281000000.0,894900000.0,715500000.0,5897300000.0,137596154.0,136545802.0,5.2,5.24,715500000.0,715500000.0,0.0,715500000.0,-83700000.0,799200000.0,-179400000.0,978600000.0,376600000.0,1355200000.0,472100000.0,0.0,,0.0,0.0,,-281000000.0,281000000.0,1169800000.0,1312400000.0,742500000.0,93300000.0,93300000.0,2482200000.0,4584900000.0,7067100000.0,7067100000.0,2023-12-31
0.0,0.256344,1294400000.0,0.0,0.0,651100000.0,58600000.0,4318500000.0,1294400000.0,1235800000.0,-266400000.0,266400000.0,651100000.0,620300000.0,5689700000.0,138769575.0,136030702.0,4.47,4.56,620300000.0,620300000.0,0.0,620300000.0,-69800000.0,690100000.0,-30800000.0,720900000.0,248500000.0,969400000.0,469200000.0,0.0,,0.0,0.0,0.0,-266400000.0,266400000.0,767600000.0,1371200000.0,931800000.0,58600000.0,58600000.0,2138800000.0,4318500000.0,6457300000.0,6457300000.0,2023-09-30
0.0,0.260079,1565000000.0,0.0,0.0,925700000.0,32900000.0,4964400000.0,1565000000.0,1532100000.0,-267100000.0,267100000.0,925700000.0,917700000.0,5966500000.0,140106870.0,139256449.0,6.55,6.59,917700000.0,917700000.0,0.0,917700000.0,-10200000.0,928000000.0,-8000000.0,936000000.0,329000000.0,1265000000.0,513100000.0,0.0,,,,,-267100000.0,267100000.0,1020800000.0,1002100000.0,566700000.0,32900000.0,32900000.0,2022900000.0,4964400000.0,6987300000.0,6987300000.0,2023-06-30
137509885.849666,0.157118,1155200000.0,875200000.0,875200000.0,1556100000.0,39400000.0,6464200000.0,2030400000.0,1991000000.0,772300000.0,133800000.0,818409885.849666,1415000000.0,6974200000.0,,,,,1415000000.0,1415000000.0,0.0,1415000000.0,-9300000.0,1424300000.0,-141100000.0,1565400000.0,291800000.0,1857200000.0,-717500000.0,646900000.0,115500000.0,-189800000.0,0.0,,772300000.0,133800000.0,915500000.0,510000000.0,-715900000.0,39400000.0,4300000.0,1425500000.0,6464200000.0,7889700000.0,7889700000.0,2023-03-31
,,,,,,,,,,,,,,,150131135.0,149794393.0,26.69,26.75,,,,,,,,,,,,,-4141300000.0,0.0,572600000.0,,,,,,,,,,,,,2022-12-31
0.0,0.245485,1927500000.0,,,1044400000.0,87000000.0,6492200000.0,1927500000.0,1840500000.0,-301100000.0,301100000.0,1044400000.0,980200000.0,7756700000.0,138446328.0,136518106.0,7.08,7.18,980200000.0,980200000.0,0.0,980200000.0,-117100000.0,1097300000.0,-64200000.0,1161500000.0,377900000.0,1539400000.0,525100000.0,,,,,,-301100000.0,301100000.0,1315800000.0,1264500000.0,718800000.0,87000000.0,87000000.0,2580300000.0,6492200000.0,9072500000.0,9072500000.0,2024-06-30 00:00:00
