Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
20911729.0,20911729.0,6440715000.0,6451401000.0,3627085000.0,6440715000.0,6451401000.0,6451401000.0,6469056000.0,17655000.0,6451401000.0,6242284000.0,,,,209117000.0,209117000.0,821716000.0,215661000.0,4139000.0,211522000.0,606055000.0,499318000.0,,1755000.0,5477000.0,82257000.0,,,381000.0,81876000.0,7290772000.0,3057632000.0,9890000.0,,11349000.0,2695647000.0,2695647000.0,,,37304000.0,10686000.0,10686000.0,292756000.0,,,,,,,,4233140000.0,50678000.0,,,2718496000.0,,,3984000.0,23697000.0,64937000.0,,,1371348000.0,607086000.0,764262000.0,,,2024-03-31
20911729.0,20911729.0,5902140000.0,5912826000.0,3095572000.0,5902140000.0,5912826000.0,5912826000.0,5930603000.0,17777000.0,5912826000.0,5703709000.0,,,,209117000.0,209117000.0,868430000.0,188809000.0,2696000.0,186113000.0,679621000.0,632267000.0,,2570000.0,7896000.0,23714000.0,,,239000.0,23475000.0,6799033000.0,3023840000.0,10112000.0,,13265000.0,2747971000.0,2747971000.0,,,37305000.0,10686000.0,10686000.0,204501000.0,,204501000.0,204501000.0,,,,,3775193000.0,69869000.0,,,2639918000.0,,,59798000.0,29632000.0,19963000.0,,,956013000.0,357318000.0,598695000.0,,,2023-09-30
20911729.0,20911729.0,5600010000.0,5610696000.0,2910125000.0,5600010000.0,5610696000.0,5610696000.0,5628633000.0,17937000.0,5610696000.0,1000.0,673747000.0,3163645000.0,112645000.0,209117000.0,209117000.0,552139000.0,149065000.0,2696000.0,146369000.0,403074000.0,363777000.0,0.0,2570000.0,5513000.0,28278000.0,1202000.0,250000.0,4945000.0,21881000.0,6180772000.0,2867573000.0,9871000.0,11866000.0,15364000.0,2583450000.0,2583450000.0,66000.0,66000.0,42477000.0,10686000.0,10686000.0,193793000.0,-138842000.0,332635000.0,1495000.0,253558000.0,61478000.0,16104000.0,0.0,3313199000.0,-2000.0,950000.0,83811000.0,2381232000.0,2338760000.0,42472000.0,6934000.0,16748000.0,15039000.0,-7583000.0,22622000.0,808487000.0,420319000.0,388168000.0,200000000.0,188168000.0,2023-03-31
