Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.4,39808000.0,-53951000.0,93494000.0,39808000.0,-53686000.0,-13000.0,13000.0,-53951000.0,-53951000.0,159867000.0,,,,,-53951000.0,-53951000.0,0.0,-53951000.0,-251000.0,-53700000.0,-53700000.0,1000.0,-53699000.0,6450000.0,-13000.0,13000.0,-60136000.0,159867000.0,63339000.0,93494000.0,93494000.0,99731000.0,99731000.0,2024-03-31
0.0,0.3,12190000.0,-82746000.0,94439000.0,12190000.0,-82249000.0,-7000.0,7000.0,-82746000.0,-82746000.0,129095000.0,188059091.0,188059091.0,-0.44,-0.44,-82746000.0,-82746000.0,0.0,-82746000.0,-481000.0,-82265000.0,-82265000.0,9000.0,-82256000.0,5991000.0,-7000.0,7000.0,-88240000.0,129095000.0,31320000.0,94439000.0,94439000.0,40855000.0,40855000.0,2023-12-31
0.0,0.3,9501000.0,-88723000.0,98215000.0,9501000.0,-88714000.0,-6000.0,6000.0,-88723000.0,-88723000.0,137801000.0,184839583.0,184839583.0,-0.48,-0.48,-88723000.0,-88723000.0,0.0,-88723000.0,0.0,-88723000.0,-88723000.0,3000.0,-88720000.0,13676000.0,-6000.0,6000.0,-102390000.0,137801000.0,36568000.0,98215000.0,98215000.0,35411000.0,35411000.0,2023-09-30
0.0,0.0,7391000.0,-91791000.0,99252000.0,7391000.0,-91861000.0,-53000.0,53000.0,-91791000.0,-91791000.0,129402000.0,187328571.0,187328571.0,-0.49,-0.49,-91791000.0,-91791000.0,0.0,-91791000.0,123000.0,-91914000.0,-91914000.0,0.0,-91914000.0,5182000.0,-53000.0,53000.0,-97043000.0,129402000.0,27293000.0,99252000.0,99252000.0,32359000.0,32359000.0,2023-06-30
0.0,0.3,-33473000.0,-100966000.0,98431000.0,-33473000.0,-131904000.0,29759000.0,6000.0,-100966000.0,-100966000.0,153201000.0,,,,,-100966000.0,-100966000.0,0.0,-100966000.0,-83000.0,-100883000.0,-100883000.0,14000.0,-100869000.0,-22781000.0,29759000.0,6000.0,-107847000.0,151329000.0,10497000.0,98431000.0,98431000.0,45354000.0,45354000.0,2023-03-31
,,,,,,,,,,,,187931111.0,187931111.0,-0.45,-0.45,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,40722000.0,-53473000.0,93819000.0,40722000.0,-53097000.0,-8000.0,8000.0,-53473000.0,-53473000.0,159724000.0,184389655.0,184389655.0,-0.29,-0.29,-53473000.0,-53473000.0,0.0,-53473000.0,-363000.0,-53110000.0,-53110000.0,5000.0,-53105000.0,6593000.0,-8000.0,8000.0,-59690000.0,159724000.0,62557000.0,93819000.0,93819000.0,100034000.0,100034000.0,2024-06-30 00:00:00
