Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
32289763.0,32289763.0,1043460000.0,1597880000.0,8073680000.0,9165230000.0,1397200000.0,8073680000.0,530670000.0,8098020000.0,8153020000.0,8098020000.0,,8098020000.0,7936570000.0,,,161450000.0,161450000.0,3621110000.0,806450000.0,,17750000.0,,,164300000.0,418810000.0,363810000.0,55000000.0,2814660000.0,91950000.0,1179070000.0,166860000.0,1012210000.0,42260000.0,823190000.0,,,823190000.0,11719130000.0,7507270000.0,591410000.0,,16310000.0,329550000.0,329550000.0,,24340000.0,,6545660000.0,,6545660000.0,98450000.0,6447210000.0,,,,4211860000.0,124670000.0,,358070000.0,,,,1762920000.0,,,1966200000.0,1942450000.0,23750000.0,,,2024-03-31
31397613.0,31397613.0,404310000.0,1092180000.0,7577990000.0,8303750000.0,1977720000.0,7577990000.0,393040000.0,7604610000.0,7687110000.0,7604610000.0,,7604610000.0,7447620000.0,,,156990000.0,156990000.0,3150130000.0,812420000.0,,7960000.0,,,148720000.0,379640000.0,297140000.0,82500000.0,2337710000.0,30710000.0,712540000.0,95900000.0,616640000.0,27130000.0,1059610000.0,,,1059610000.0,10754740000.0,6439310000.0,209450000.0,,,363520000.0,363520000.0,,26620000.0,,5839720000.0,,5839720000.0,277420000.0,5562300000.0,,,,4315430000.0,160140000.0,,364300000.0,,,,1592930000.0,,,2198060000.0,1903230000.0,294830000.0,,,2023-09-30
31397613.0,31397613.0,,324810000.0,7359080000.0,7552360000.0,1265680000.0,7359080000.0,159810000.0,7387360000.0,7497360000.0,7387360000.0,0.0,7387360000.0,26630000.0,814980000.0,6379950000.0,156990000.0,156990000.0,1711570000.0,719630000.0,70000.0,12260000.0,318680000.0,70000.0,127650000.0,242840000.0,132840000.0,110000000.0,991940000.0,22890000.0,81970000.0,26970000.0,55000000.0,21510000.0,886000000.0,264750000.0,0.0,621250000.0,9098930000.0,6841310000.0,10000.0,306360000.0,13880000.0,1556220000.0,1556210000.0,10000.0,28280000.0,28280000.0,4933260000.0,-1530690000.0,6463950000.0,254800000.0,191360000.0,4757370000.0,1260420000.0,0.0,2257620000.0,-10000.0,91920000.0,250740000.0,250740000.0,95990000.0,40000.0,730970000.0,-51100000.0,782070000.0,1087970000.0,860760000.0,227210000.0,0.0,227210000.0,2023-03-31
