Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
12742814.0,12742814.0,17140000000.0,17703400000.0,-7838600000.0,9881900000.0,-8889700000.0,-7838600000.0,10300000.0,-7811200000.0,-1745300000.0,-7811200000.0,-7811200000.0,-7938600000.0,,,127400000.0,127400000.0,26224000000.0,6311900000.0,,6065900000.0,0.0,6065900000.0,245800000.0,19912100000.0,3063600000.0,11637500000.0,10300000.0,11627200000.0,211600000.0,4274900000.0,,4274900000.0,18412800000.0,7390400000.0,333700000.0,,419800000.0,,419800000.0,,70100000.0,70100000.0,27400000.0,,,6539400000.0,,6539400000.0,441000000.0,6098400000.0,,,,,11022400000.0,1863900000.0,,,6176700000.0,,,,,102100000.0,2240100000.0,,,639600000.0,86500000.0,553100000.0,,2024-03-31
12742814.0,12742814.0,18647200000.0,18980200000.0,-9937800000.0,9061500000.0,-7793200000.0,-9937800000.0,13000000.0,-9905700000.0,-896000000.0,-9905700000.0,-9905700000.0,-10033100000.0,,,127400000.0,127400000.0,28086500000.0,9223400000.0,,9009700000.0,0.0,9009700000.0,213500000.0,18863100000.0,3426900000.0,9970500000.0,13000000.0,9957500000.0,207400000.0,4532600000.0,,4532600000.0,18180800000.0,7110900000.0,45300000.0,,408400000.0,,408400000.0,,69800000.0,69800000.0,32100000.0,32100000.0,,6555300000.0,,6555300000.0,315500000.0,6239800000.0,,,,,11069900000.0,2176500000.0,,,6024100000.0,,,,,83900000.0,2391200000.0,,,394200000.0,74200000.0,320000000.0,,2023-09-30
12742814.0,12742814.0,19200900000.0,19864300000.0,-10999200000.0,8886800000.0,-15439900000.0,-10999200000.0,15400000.0,-10962100000.0,-8512900000.0,-10962100000.0,-10962100000.0,-11089500000.0,-18575000000.0,2537900000.0,127400000.0,127400000.0,28483500000.0,2664700000.0,213500000.0,2451000000.0,1800000.0,2449200000.0,213500000.0,25818800000.0,5000000.0,17413300000.0,13600000.0,17399700000.0,171600000.0,4848400000.0,1083500000.0,3764900000.0,17521400000.0,7142500000.0,30000000.0,302200000.0,4900000.0,100000.0,404300000.0,4800000.0,69800000.0,69800000.0,37100000.0,37100000.0,0.0,6631300000.0,-8246000000.0,14877300000.0,290800000.0,6340500000.0,9948600000.0,3108700000.0,1529200000.0,0.0,10378900000.0,1775300000.0,12900000.0,1444400000.0,5706300000.0,857700000.0,2362900000.0,2485700000.0,354300000.0,69000000.0,2083800000.0,-1041500000.0,3125300000.0,708200000.0,60200000.0,648000000.0,648000000.0,2023-03-31
