Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1578526400.0,1578526400.0,3461227000.0,3500465000.0,4500292000.0,7990282000.0,2281636000.0,4500292000.0,13240000.0,4503057000.0,4897171000.0,4507085000.0,4028000.0,4503057000.0,2924531000.0,,,1578526000.0,1578526000.0,7001800000.0,515462000.0,769000.0,,,62747000.0,407354000.0,13240000.0,394114000.0,44592000.0,6486338000.0,2357625000.0,3093111000.0,3093111000.0,,4336000.0,1031021000.0,,,6625000.0,1024396000.0,11508885000.0,2740910000.0,10257000.0,,,340531000.0,340531000.0,2765000.0,,2387357000.0,,2387357000.0,0.0,2387357000.0,,,,,8767974000.0,355497000.0,,,3391139000.0,,,,,,0.0,3238672000.0,,,1782666000.0,1756668000.0,25998000.0,,2024-03-31
1578526400.0,1578526400.0,3419188000.0,3459514000.0,4162976000.0,7611293000.0,2127279000.0,4162976000.0,13780000.0,4165559000.0,4670454000.0,4169570000.0,4011000.0,4165559000.0,3849854000.0,,,315705000.0,315705000.0,6097279000.0,603883000.0,846000.0,,,49985000.0,518675000.0,13780000.0,504895000.0,34377000.0,5493396000.0,1693887000.0,2940839000.0,2940839000.0,,4631000.0,825430000.0,,,16440000.0,808990000.0,10266849000.0,2646173000.0,71103000.0,,,306385000.0,306385000.0,2583000.0,,2266102000.0,,2266102000.0,2398000.0,2263704000.0,,,,,7620675000.0,388791000.0,,,2899536000.0,,,,,,,3362967000.0,,,969381000.0,942835000.0,26546000.0,,2023-09-30
1578526400.0,1578526400.0,2714539000.0,2732056000.0,4002221000.0,6723936000.0,2392830000.0,4002221000.0,13250000.0,4005130000.0,4407537000.0,4009152000.0,4022000.0,4005130000.0,3689425000.0,2330872000.0,1352809000.0,315705000.0,315705000.0,5132301000.0,504302000.0,1000.0,36793000.0,846000.0,51005000.0,415657000.0,13250000.0,402407000.0,36793000.0,4627999000.0,1567727000.0,2316399000.0,2316399000.0,4730000.0,4730000.0,2246691000.0,1507546000.0,218000.0,12743000.0,726184000.0,9141453000.0,2120625000.0,37625000.0,52153000.0,2021000.0,147834000.0,147834000.0,2909000.0,2909000.0,1932257000.0,-328608000.0,2260865000.0,214090000.0,1718168000.0,1024007000.0,252873000.0,769895000.0,0.0,7020829000.0,856000.0,216802000.0,615479000.0,2627444000.0,34777000.0,487943000.0,1150480000.0,954244000.0,41453000.0,215703000.0,3298309000.0,-14956000.0,3313265000.0,4783000.0,516000.0,4267000.0,4267000.0,2023-03-31
