Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Inventories
183813088.0,183813088.0,1693323000.0,11670994000.0,12744699000.0,7648340000.0,11670994000.0,1693323000.0,12744699000.0,12744699000.0,12745698000.0,999000.0,12744699000.0,12377073000.0,,,367626000.0,367626000.0,16208717000.0,1617525000.0,,13032000.0,1417185000.0,1417185000.0,180915000.0,14591192000.0,7929017000.0,276138000.0,276138000.0,,579225000.0,5175680000.0,,,208112000.0,4967568000.0,28954415000.0,6714883000.0,79800000.0,,90704000.0,1366825000.0,,1366825000.0,,0.0,1073705000.0,447555000.0,626150000.0,4103849000.0,,4103849000.0,31991000.0,4071858000.0,,,,,22239532000.0,5148030000.0,,136928000.0,,,2208522000.0,,,,,84798000.0,8359836000.0,,,6301418000.0,4617260000.0,1684158000.0,,,2024-03-31,,
183713088.0,183713088.0,375748000.0,10460034000.0,11125820000.0,6835816000.0,10460034000.0,375748000.0,11125820000.0,11125820000.0,11126756000.0,936000.0,11125820000.0,10758394000.0,,,367426000.0,367426000.0,14690225000.0,406307000.0,,,204871000.0,204871000.0,195043000.0,14283918000.0,8785013000.0,170877000.0,170877000.0,,385532000.0,4537020000.0,,,76758000.0,4460262000.0,25816981000.0,4697247000.0,69550000.0,,123622000.0,1170575000.0,,1170575000.0,,136928000.0,665786000.0,39636000.0,626150000.0,2530786000.0,,2530786000.0,245806000.0,2284980000.0,,,,,21119734000.0,4641218000.0,,,,,2790982000.0,,,,,71446000.0,7535978000.0,,,6080110000.0,4072420000.0,2007690000.0,,,2023-09-30,,
183713088.0,183713088.0,421449000.0,10111133000.0,10779984000.0,6814488000.0,10111133000.0,421449000.0,10779984000.0,10779984000.0,10780672000.0,688000.0,10779984000.0,26573000.0,8191395000.0,1054776000.0,367426000.0,367426000.0,15405996000.0,400675000.0,131590000.0,,262692000.0,262692000.0,131590000.0,15005321000.0,8640728000.0,158757000.0,158757000.0,439803000.0,439803000.0,5811026000.0,423688000.0,9834000.0,327347000.0,5050157000.0,26186668000.0,4366859000.0,49761000.0,134166000.0,111470000.0,873409000.0,350084000.0,523325000.0,350084000.0,136928000.0,668851000.0,42701000.0,626150000.0,2431948000.0,-2995505000.0,5427453000.0,65956000.0,45273000.0,2985860000.0,1704893000.0,625471000.0,0.0,21819809000.0,4261465000.0,0.0,,11004000.0,922173000.0,3336241000.0,24748000.0,844726000.0,2466767000.0,3255857000.0,324602000.0,7948334000.0,-564666000.0,8513000000.0,6021598000.0,5035784000.0,985814000.0,494951000.0,490863000.0,2023-03-31,,
