Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.254208,6623900000.0,516200000.0,14148400000.0,7238200000.0,21386600000.0,6623900000.0,6623900000.0,951681034.0,950315638.0,6.96,6.97,6623900000.0,6623900000.0,6623900000.0,6623900000.0,6623900000.0,2257800000.0,8881700000.0,,16615400000.0,14777000000.0,516200000.0,516200000.0,34941100000.0,34941100000.0,2024-03-31
0.0,0.255576,5490800000.0,507800000.0,13869900000.0,6954900000.0,20824800000.0,5490800000.0,5490800000.0,949965398.0,949965398.0,5.78,5.78,5490800000.0,5490800000.0,5490800000.0,5490800000.0,5490800000.0,1885100000.0,7375900000.0,,18739000000.0,16787500000.0,507800000.0,507800000.0,34944000000.0,34944000000.0,2023-12-31
0.0,0.255025,6029800000.0,468000000.0,12968900000.0,6048600000.0,19017500000.0,6029800000.0,6029800000.0,949574803.0,946593407.0,6.35,6.37,6029800000.0,6029800000.0,6029800000.0,6029900000.0,6029900000.0,2064200000.0,8094100000.0,,16243300000.0,14296900000.0,468000000.0,468000000.0,31755300000.0,31755300000.0,2023-09-30
0.0,0.255156,5933100000.0,475600000.0,12331600000.0,5710700000.0,18042300000.0,5933100000.0,5933100000.0,950817308.0,946267943.0,6.24,6.27,5933100000.0,5933100000.0,5933100000.0,5933200000.0,5933200000.0,2032500000.0,7965700000.0,2400000.0,15671700000.0,13743500000.0,475600000.0,475600000.0,30823000000.0,30823000000.0,2023-06-30
0.0,0.254105,5964700000.0,450600000.0,11650900000.0,5072600000.0,16723500000.0,5964700000.0,5964700000.0,949792994.0,945277338.0,6.28,6.31,5964700000.0,5964700000.0,5964700000.0,5964700000.0,5964700000.0,2032000000.0,7996700000.0,,15772500000.0,13800600000.0,450600000.0,450600000.0,30066800000.0,30066800000.0,2023-03-31
0.0,0.256166,5944500000.0,493700000.0,14764700000.0,7668300000.0,22433000000.0,5944500000.0,5944500000.0,951120000.0,951120000.0,6.25,6.25,5944500000.0,5944500000.0,5944500000.0,5944500000.0,5944500000.0,2047200000.0,7991700000.0,1300000.0,16692200000.0,14857200000.0,493700000.0,493700000.0,35690200000.0,35690200000.0,2024-06-30 00:00:00
