Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.264311,41097000.0,0.0,0.0,20525000.0,9146000.0,205765000.0,41097000.0,31951000.0,-4003000.0,4052000.0,49000.0,20525000.0,20525000.0,293085000.0,97738095.0,97738095.0,0.21,0.21,20525000.0,20525000.0,0.0,20525000.0,20525000.0,20525000.0,7374000.0,27899000.0,-19000.0,0.0,,-4003000.0,4052000.0,49000.0,30547000.0,87320000.0,64181000.0,9146000.0,9146000.0,117867000.0,205765000.0,323632000.0,323632000.0,2023-12-31
104480.59832,0.257977,31399000.0,405000.0,405000.0,15279000.0,8649000.0,133785000.0,31804000.0,23155000.0,-2515000.0,2564000.0,49000.0,14978480.59832,15279000.0,215822000.0,95493750.0,95493750.0,0.16,0.16,15279000.0,15279000.0,0.0,15279000.0,15279000.0,15279000.0,5312000.0,20591000.0,21000.0,405000.0,-405000.0,-2515000.0,2564000.0,49000.0,20652000.0,82037000.0,61914000.0,8649000.0,8649000.0,102689000.0,133785000.0,236474000.0,236474000.0,2023-09-30
20264.879984,0.259806,25039000.0,78000.0,78000.0,11379000.0,7047000.0,130725000.0,25117000.0,18070000.0,-2648000.0,2697000.0,49000.0,11321264.879984,11379000.0,191887000.0,94825000.0,94825000.0,0.12,0.12,11379000.0,11379000.0,0.0,11379000.0,11379000.0,11379000.0,3994000.0,15373000.0,1000.0,78000.0,-78000.0,-2648000.0,2697000.0,49000.0,16933000.0,61162000.0,44550000.0,7047000.0,7047000.0,78095000.0,130725000.0,208820000.0,208820000.0,2023-06-30
-63935.056612,0.275582,24403000.0,-232000.0,-232000.0,10173000.0,6528000.0,90808000.0,24171000.0,17643000.0,-3508000.0,3600000.0,92000.0,10341064.943388,10173000.0,152568000.0,101730000.0,101730000.0,0.1,0.1,10173000.0,10173000.0,0.0,10173000.0,10173000.0,10173000.0,3870000.0,14043000.0,,-232000.0,232000.0,-3508000.0,3600000.0,92000.0,15211000.0,61760000.0,44867000.0,6528000.0,6528000.0,76971000.0,90808000.0,167779000.0,167779000.0,2022-12-31
445445.185592,0.245154,34053000.0,1817000.0,1817000.0,19238000.0,9705000.0,369840000.0,35870000.0,26165000.0,-3639000.0,679000.0,172000.0,17866445.185592,19238000.0,191880000.0,,,,,19238000.0,19238000.0,0.0,19238000.0,19238000.0,19238000.0,6248000.0,25486000.0,148000.0,1817000.0,-1817000.0,-3639000.0,679000.0,172000.0,25100000.0,-177960000.0,-154472000.0,9705000.0,9629000.0,-152860000.0,369840000.0,216980000.0,216980000.0,2024-03-31 00:00:00
816413.981507,0.25028,32627000.0,3262000.0,3262000.0,21406000.0,7792000.0,274766000.0,35889000.0,28097000.0,-3009000.0,-455000.0,,18960413.981507,21406000.0,119317000.0,,,,,21406000.0,21406000.0,0.0,21406000.0,21406000.0,21406000.0,7146000.0,28552000.0,92000.0,3262000.0,-3262000.0,-3009000.0,-455000.0,,27558000.0,-155449000.0,-147263000.0,7792000.0,7720000.0,-127891000.0,274766000.0,146875000.0,146875000.0,2023-03-31 00:00:00
