Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
300000000.0,300000000.0,2678210000.0,3652710000.0,3960080000.0,7583490000.0,2955960000.0,3960080000.0,30120000.0,3960900000.0,4024820000.0,4083060000.0,122160000.0,3960900000.0,3660900000.0,,300000000.0,300000000.0,5324880000.0,115610000.0,2300000.0,,,24150000.0,68810000.0,4890000.0,63920000.0,19350000.0,5209270000.0,3680000.0,,3583900000.0,25230000.0,3558670000.0,,7240000.0,1386730000.0,,24620000.0,1362110000.0,9407940000.0,1242710000.0,30240000.0,,331630000.0,331630000.0,,,,,13000000.0,820000.0,,835040000.0,,,,,,,,,8165230000.0,669770000.0,,,4232520000.0,,,,22700000.0,,1853360000.0,,,1386880000.0,442500000.0,944380000.0,,,2024-03-31
300000000.0,300000000.0,2985930000.0,3245130000.0,1799110000.0,4976700000.0,813440000.0,1799110000.0,67850000.0,1799420000.0,1848670000.0,1886060000.0,86640000.0,1799420000.0,143290000.0,1445560000.0,220000000.0,220000000.0,4525710000.0,141750000.0,,17210000.0,2480000.0,23850000.0,97160000.0,47910000.0,49250000.0,,4383960000.0,1870000.0,82660000.0,3147970000.0,19940000.0,3128030000.0,12760000.0,10000.0,1110640000.0,6170000.0,,1104470000.0,6411770000.0,1214380000.0,,50550000.0,19470000.0,19470000.0,0.0,307330000.0,46970000.0,260360000.0,13210000.0,310000.0,310000.0,820690000.0,-525600000.0,1346290000.0,0.0,79740000.0,990530000.0,222000000.0,54020000.0,0.0,5197400000.0,10000.0,294660000.0,627960000.0,2303610000.0,-10000.0,2286180000.0,17440000.0,23720000.0,182240000.0,1484910000.0,0.0,1484910000.0,280290000.0,88940000.0,191350000.0,80030000.0,111320000.0,2023-09-30
300000000.0,300000000.0,2282820000.0,2618540000.0,1477570000.0,4026330000.0,612420000.0,1477570000.0,70240000.0,1478030000.0,1531620000.0,1558450000.0,80420000.0,1478030000.0,141780000.0,1123370000.0,220000000.0,220000000.0,4193190000.0,165190000.0,-10000.0,14700000.0,2670000.0,38390000.0,106850000.0,53260000.0,53590000.0,,4028000000.0,4340000.0,138860000.0,2511690000.0,16980000.0,2494710000.0,12790000.0,-10000.0,1326670000.0,18580000.0,,1308090000.0,5751640000.0,1111220000.0,10000.0,23570000.0,14730000.0,14730000.0,0.0,213410000.0,49980000.0,163430000.0,13410000.0,460000.0,460000.0,833820000.0,-468210000.0,1302030000.0,0.0,76740000.0,952830000.0,218440000.0,54020000.0,0.0,4640420000.0,-10000.0,24710000.0,504490000.0,2297660000.0,,2293510000.0,4150000.0,25040000.0,250760000.0,1132710000.0,0.0,1132710000.0,405060000.0,139580000.0,265480000.0,0.0,265470000.0,2023-03-31
300000000.0,300000000.0,2261430000.0,2370450000.0,1291020000.0,3599510000.0,373170000.0,1291020000.0,62460000.0,1291520000.0,1352710000.0,1370910000.0,79390000.0,1291520000.0,171840000.0,899560000.0,220000000.0,220000000.0,4392160000.0,148870000.0,2770000.0,12080000.0,,25960000.0,107010000.0,45820000.0,61190000.0,,4243290000.0,50000000.0,132500000.0,2263440000.0,16640000.0,2246800000.0,10680000.0,,1769340000.0,8140000.0,,1761200000.0,5763070000.0,1146610000.0,-20000.0,12940000.0,15430000.0,15430000.0,0.0,261690000.0,57590000.0,204100000.0,13510000.0,500000.0,500000.0,841450000.0,-439750000.0,1281200000.0,0.0,69610000.0,939170000.0,218400000.0,54020000.0,0.0,4616460000.0,20000.0,23830000.0,565530000.0,2423570000.0,,2423570000.0,0.0,78300000.0,186750000.0,1201130000.0,0.0,1201130000.0,137330000.0,90770000.0,46560000.0,,46550000.0,2022-12-31
