Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
162034938.0,162034938.0,1076300000.0,1328500000.0,21579400000.0,22891200000.0,11505200000.0,21579400000.0,20000000.0,21582700000.0,22564000000.0,21582700000.0,21582700000.0,19962300000.0,,,1620400000.0,1620400000.0,4347500000.0,1413000000.0,,22900000.0,996900000.0,15600000.0,981300000.0,329600000.0,2934500000.0,1080100000.0,,331600000.0,4400000.0,327200000.0,50300000.0,1345200000.0,,,0.0,1345200000.0,25930200000.0,11490500000.0,501200000.0,,,76700000.0,76700000.0,,391900000.0,,427900000.0,3300000.0,3300000.0,9596700000.0,,9596700000.0,1164300000.0,8432400000.0,,,,,14439700000.0,382500000.0,200000.0,,,3882400000.0,,,10800000.0,344100000.0,,,9819700000.0,9587500000.0,232200000.0,,,2024-03-31
162034938.0,162034938.0,1316500000.0,1466800000.0,19848300000.0,21297000000.0,9357700000.0,19848300000.0,21500000.0,19851700000.0,21011300000.0,19851700000.0,19851700000.0,19581600000.0,,,270100000.0,270100000.0,3845200000.0,1438600000.0,,77400000.0,1174800000.0,15200000.0,1159600000.0,164800000.0,2406600000.0,937100000.0,,292000000.0,6300000.0,285700000.0,208700000.0,854400000.0,,,36300000.0,818100000.0,23696900000.0,11932600000.0,658700000.0,,,339600000.0,339600000.0,,309200000.0,,428600000.0,3400000.0,3400000.0,9136600000.0,,9136600000.0,847800000.0,8288800000.0,,,,,11764300000.0,392900000.0,200000.0,,,3141300000.0,,,21400000.0,222800000.0,,,7985700000.0,7856900000.0,128800000.0,,,2023-09-30
162034938.0,162034938.0,1603252000.0,2060646000.0,19333407000.0,21372674000.0,10306602000.0,19333407000.0,24979000.0,19337007000.0,20944103000.0,19337007000.0,19337007000.0,-348891000.0,18033050000.0,1037292000.0,270058000.0,270058000.0,5978140000.0,1883993000.0,25994000.0,75439000.0,1624067000.0,16971000.0,1607096000.0,156084000.0,4094147000.0,767600000.0,115203000.0,436579000.0,8008000.0,428571000.0,47683000.0,3425367000.0,701511000.0,1719000.0,,2722137000.0,25315147000.0,10914398000.0,13288900.0,557565000.0,0.0,8064000.0,71500000.0,8064000.0,306418000.0,306418000.0,429244000.0,3600000.0,3600000.0,9573158100.0,-1832208000.0,11405366100.0,1229431000.0,8343700000.0,6865957100.0,1429383000.0,1880595000.0,0.0,14400749000.0,343000000.0,,2156179000.0,342950000.0,2918816000.0,907134000.0,2011682000.0,187113000.0,1442386000.0,-61151000.0,1503537000.0,7353305000.0,6920890000.0,432415000.0,280000000.0,152415000.0,2023-03-31
