Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
465403896.0,465403896.0,40825100000.0,41504100000.0,29306700000.0,70185900000.0,15871300000.0,29306700000.0,631700000.0,29313500000.0,29317400000.0,29313500000.0,29313500000.0,24659500000.0,,,4654000000.0,4654000000.0,43380800000.0,465400000.0,,436500000.0,432600000.0,3900000.0,28900000.0,42915400000.0,300500000.0,,41067600000.0,199100000.0,40868500000.0,,21100000.0,950900000.0,,,812600000.0,138300000.0,72694300000.0,13907600000.0,31300000.0,,77100000.0,108300000.0,108300000.0,6800000.0,6800000.0,702600000.0,,702600000.0,0.0,702600000.0,,,,,58786700000.0,496400000.0,,,56328100000.0,,,,2700000.0,1824800000.0,,,134700000.0,87400000.0,47300000.0,,2024-03-31
465403896.0,465403896.0,38258200000.0,39107500000.0,32476200000.0,70882300000.0,17299600000.0,32476200000.0,708800000.0,32483600000.0,32488600000.0,32483600000.0,32483600000.0,27829600000.0,,,4654000000.0,4654000000.0,41033600000.0,458000000.0,,416800000.0,411800000.0,5000000.0,41200000.0,40575600000.0,365900000.0,,38690700000.0,297000000.0,38393700000.0,,26500000.0,967500000.0,,,813200000.0,154300000.0,73517200000.0,15642000000.0,33300000.0,,24400000.0,124000000.0,124000000.0,7400000.0,7400000.0,792400000.0,,792400000.0,7000000.0,785400000.0,,,,,57875200000.0,408000000.0,,,57165200000.0,,,,2900000.0,78900000.0,,,220200000.0,79700000.0,140500000.0,,2023-09-30
465403896.0,465403896.0,35884800000.0,37363900000.0,36897400000.0,73209300000.0,24483600000.0,36897400000.0,1060100000.0,36905500000.0,36905500000.0,36905500000.0,36905500000.0,173000000.0,20543100000.0,10689500000.0,4654000000.0,4654000000.0,39453700000.0,804000000.0,40900000.0,763100000.0,763100000.0,0.0,40900000.0,38649700000.0,268200000.0,814000000.0,36600800000.0,297000000.0,36303800000.0,26500000.0,26500000.0,283900000.0,109300000.0,700000.0,814000000.0,173900000.0,76359200000.0,13225900000.0,58300000.0,323500000.0,47100000.0,100000.0,100000.0,8100000.0,8100000.0,1144900000.0,-1083200000.0,2228100000.0,7000000.0,819900000.0,499500000.0,794200000.0,107500000.0,0.0,63133300000.0,105600000.0,900000.0,308700000.0,57906300000.0,13395000000.0,44478100000.0,33200000.0,13600000.0,4298300000.0,-333500000.0,4631800000.0,499900000.0,80900000.0,419000000.0,419000000.0,2023-03-31
