Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
135065222.0,135065222.0,82810000.0,9050090000.0,10336110000.0,6987510000.0,9050090000.0,82810000.0,10336110000.0,10336110000.0,10388960000.0,52850000.0,10336110000.0,,270140000.0,270140000.0,1245400000.0,110310000.0,11340000.0,,63430000.0,63430000.0,,660000.0,1135090000.0,321940000.0,19380000.0,19380000.0,0.0,134920000.0,411400000.0,2290000.0,409110000.0,11634360000.0,3511760000.0,5710000.0,164710000.0,16400000.0,16400000.0,560000.0,1286020000.0,450790000.0,835230000.0,1466240000.0,1466240000.0,8050000.0,1458190000.0,8122600000.0,141630000.0,10550000.0,382070000.0,7588350000.0,7199860000.0,388490000.0,2024-03-31
134718194.0,134718194.0,100100000.0,8882480000.0,10090190000.0,6619190000.0,8882480000.0,100100000.0,10090190000.0,10090190000.0,10133910000.0,43720000.0,10090190000.0,5900000.0,269450000.0,269450000.0,1347330000.0,139630000.0,790000.0,,74950000.0,74950000.0,,,1207700000.0,303120000.0,25150000.0,25150000.0,0.0,165210000.0,506550000.0,600000.0,505950000.0,11481240000.0,3654350000.0,2790000.0,179470000.0,282070000.0,282070000.0,560000.0,1207710000.0,372480000.0,835230000.0,1470790000.0,1470790000.0,13910000.0,1456880000.0,7826890000.0,86000000.0,10350000.0,430020000.0,7300520000.0,6974600000.0,325920000.0,2023-09-30
134564360.0,134564360.0,128820000.0,8830650000.0,9964390000.0,6788230000.0,8830650000.0,123510000.0,9959080000.0,9959080000.0,10001170000.0,42090000.0,9959080000.0,,269140000.0,269140000.0,1401130000.0,96850000.0,790000.0,0.0,95560000.0,95560000.0,0.0,,1304280000.0,463130000.0,33260000.0,27950000.0,5310000.0,134160000.0,376040000.0,6400000.0,369640000.0,11402300000.0,3309790000.0,2950000.0,174700000.0,13870000.0,13870000.0,560000.0,1128430000.0,293200000.0,835230000.0,1486460000.0,1486460000.0,380000.0,1486080000.0,8092510000.0,126960000.0,6950000.0,305990000.0,7652610000.0,7164700000.0,487910000.0,2023-03-31
