Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
29111550.0,29111550.0,302100000.0,31252400000.0,31688000000.0,27791500000.0,31252400000.0,33100000.0,31419000000.0,31549000000.0,31428900000.0,9900000.0,31419000000.0,31127900000.0,,,291100000.0,291100000.0,3251900000.0,739800000.0,800000.0,,,541400000.0,162200000.0,32200000.0,130000000.0,35400000.0,2512100000.0,550600000.0,,139900000.0,900000.0,139000000.0,,2400000.0,1088400000.0,,,211700000.0,876700000.0,34680800000.0,4377200000.0,29000000.0,,0.0,1151300000.0,1151300000.0,166600000.0,3500000.0,163100000.0,2902500000.0,,2902500000.0,542400000.0,2360100000.0,,,,,30303600000.0,397300000.0,,600000.0,,,3497600000.0,,,,,29100000.0,,3874700000.0,22504300000.0,22095900000.0,408400000.0,,,2024-03-31
29111550.0,29111550.0,137000000.0,28920300000.0,29190600000.0,26083700000.0,28920300000.0,33500000.0,29087100000.0,29167100000.0,29098100000.0,11000000.0,29087100000.0,28796000000.0,,,291100000.0,291100000.0,3663000000.0,526300000.0,1000000.0,,,382000000.0,112600000.0,32600000.0,80000000.0,30700000.0,3136700000.0,759600000.0,,24400000.0,900000.0,23500000.0,,3900000.0,1685400000.0,,,27900000.0,1657500000.0,32761100000.0,3540700000.0,78700000.0,,0.0,607800000.0,607800000.0,166800000.0,3700000.0,163100000.0,2550800000.0,,2550800000.0,138700000.0,2412100000.0,,,,,29220400000.0,617500000.0,,32300000.0,,,4278600000.0,,,,,3700000.0,,2883500000.0,21404800000.0,21099200000.0,305600000.0,,,2023-09-30
29111550.0,29111550.0,198100000.0,27875600000.0,28206600000.0,24903200000.0,27875600000.0,34000000.0,28042500000.0,28122500000.0,28052400000.0,9900000.0,28042500000.0,27751400000.0,27421600000.0,318700000.0,291100000.0,291100000.0,3348200000.0,414800000.0,1100000.0,32500000.0,1100000.0,268100000.0,113100000.0,33100000.0,80000000.0,32500000.0,2933400000.0,617000000.0,219100000.0,85000000.0,900000.0,84100000.0,68400000.0,18100000.0,1791700000.0,286300000.0,1000000.0,219100000.0,1504400000.0,31400600000.0,3564000000.0,13700000.0,683800000.0,1000000.0,51200000.0,51200000.0,166900000.0,3800000.0,163100000.0,2525600000.0,-1104700000.0,3630300000.0,25000000.0,2500600000.0,2636900000.0,424600000.0,543800000.0,0.0,27836600000.0,19800000.0,30400000.0,32300000.0,248900000.0,497500000.0,3036400000.0,22100000.0,693200000.0,21700000.0,2299400000.0,50100000.0,1200000.0,4232000000.0,19688000000.0,18793000000.0,895000000.0,30000000.0,865000000.0,2023-03-31
