Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
55020000.0,55020000.0,493206000.0,849998000.0,2200724000.0,3050995000.0,1643971000.0,2200724000.0,2200997000.0,2421026000.0,2200997000.0,2200997000.0,2090957000.0,,,110040000.0,110040000.0,1693072000.0,305241000.0,,,77544000.0,220029000.0,220029000.0,7668000.0,1387831000.0,53126000.0,629969000.0,629969000.0,,7846000.0,679876000.0,,,20422000.0,659454000.0,3894069000.0,862267000.0,7602000.0,,24600000.0,,24600000.0,273000.0,273000.0,829792000.0,,829792000.0,29839000.0,799953000.0,,,,,3031802000.0,763088000.0,,,892192000.0,,,,,,,979250000.0,,,397272000.0,40480000.0,356792000.0,,2024-03-31
55020000.0,55020000.0,755865000.0,825256000.0,1968499000.0,2794028000.0,1409661000.0,1968499000.0,1968772000.0,2194772000.0,1968772000.0,1968772000.0,1858732000.0,,,110040000.0,110040000.0,1583892000.0,307149000.0,,,74764000.0,226000000.0,226000000.0,6385000.0,1276743000.0,68589000.0,599256000.0,599256000.0,,7378000.0,554173000.0,,,36536000.0,517637000.0,3552664000.0,866260000.0,2192000.0,,24082000.0,,24082000.0,273000.0,273000.0,839713000.0,,839713000.0,26972000.0,812741000.0,,,,,2686404000.0,491345000.0,,,867208000.0,,,,,,,1196801000.0,,,131050000.0,61659000.0,69391000.0,,2023-09-30
55020000.0,55020000.0,789433000.0,847929000.0,1826183000.0,2674385000.0,1253753000.0,1826183000.0,1826456000.0,2053369000.0,1826456000.0,1826456000.0,1716415000.0,1700747000.0,26720000.0,110040000.0,110040000.0,1613396000.0,306747000.0,-1000.0,6385000.0,73450000.0,226913000.0,226913000.0,6385000.0,1306649000.0,952000.0,621016000.0,621016000.0,10919000.0,8893000.0,635839000.0,6101000.0,1860000.0,14178000.0,613700000.0,3439852000.0,879450000.0,10017000.0,15384000.0,10922000.0,10922000.0,23789000.0,273000.0,273000.0,845371000.0,-237705000.0,1083076000.0,47525000.0,797846000.0,828205000.0,193460000.0,13886000.0,0.0,2560402000.0,498033000.0,33456000.0,499457000.0,753139000.0,178399000.0,257080000.0,68777000.0,248883000.0,1139000.0,0.0,1214715000.0,-943000.0,1215658000.0,58496000.0,36019000.0,58496000.0,58496000.0,2023-03-31
