Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
12000000.0,12000000.0,3683260000.0,3732341000.0,4179193000.0,7870672000.0,492381000.0,4179193000.0,43795000.0,4182126000.0,5625161000.0,4182136000.0,10000.0,4182126000.0,4062126000.0,,,120000000.0,120000000.0,5358965000.0,1629109000.0,7086000.0,,,1477673000.0,34638000.0,1443035000.0,144350000.0,3729856000.0,52424000.0,2254668000.0,9157000.0,2245511000.0,,32317000.0,1029838000.0,,,,1029838000.0,9541101000.0,5318864000.0,116311000.0,,,26400000.0,130086000.0,130086000.0,2933000.0,2933000.0,5043134000.0,,5043134000.0,559931000.0,4483203000.0,,,,,4222237000.0,369864000.0,,,2322719000.0,,,,,9293000.0,,1308509000.0,,,211852000.0,206566000.0,5286000.0,,2024-03-31,
12000000.0,12000000.0,3380689000.0,3387107000.0,4006113000.0,7393025000.0,329234000.0,4006113000.0,3083000.0,4009001000.0,5329285000.0,4009011000.0,10000.0,4009001000.0,3889001000.0,,,120000000.0,120000000.0,4467799000.0,1570738000.0,7906000.0,,,1320284000.0,,1320284000.0,242548000.0,2897061000.0,35718000.0,2066823000.0,3083000.0,2063740000.0,,16967000.0,452832000.0,,,,452832000.0,8476810000.0,5250515000.0,410226000.0,,,78162000.0,186748000.0,186748000.0,2888000.0,2888000.0,4572491000.0,,4572491000.0,123536000.0,4448955000.0,,,,,3226295000.0,302643000.0,,,1700406000.0,,,,,6719000.0,,1109549000.0,,,106978000.0,103643000.0,3335000.0,,2023-09-30,
12000000.0,12000000.0,3772120000.0,3787291000.0,4053109000.0,7835385000.0,763398000.0,4053109000.0,9032000.0,4057126000.0,5506836000.0,4057136000.0,10000.0,4057126000.0,3937126000.0,2343699000.0,309146000.0,120000000.0,120000000.0,5008665000.0,1680271000.0,4306000.0,4306000.0,0.0,1449710000.0,0.0,1449710000.0,226255000.0,3328394000.0,17900000.0,2337581000.0,9032000.0,2328549000.0,101880000.0,31115000.0,850890000.0,219092000.0,788000.0,0.0,631010000.0,9065801000.0,4974009000.0,244854000.0,343373000.0,56932000.0,69634000.0,69634000.0,69634000.0,4017000.0,4017000.0,4500053000.0,-2226373000.0,6726426000.0,29676000.0,4470377000.0,3310963000.0,725765000.0,2660022000.0,0.0,4091792000.0,388833000.0,58534000.0,159209000.0,2420089000.0,20182000.0,813793000.0,170244000.0,1415870000.0,57064000.0,183791000.0,1187097000.0,-27953000.0,1215050000.0,26008000.0,19869000.0,6139000.0,6139000.0,2023-03-31,
