Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
9219008.0,9219008.0,440718000.0,442996000.0,347243000.0,790239000.0,121918000.0,347243000.0,347243000.0,386100000.0,347243000.0,347243000.0,255053000.0,,92190000.0,92190000.0,821477000.0,61514000.0,1000.0,,14594000.0,38857000.0,38857000.0,8062000.0,759963000.0,23297000.0,404139000.0,404139000.0,,4646000.0,323800000.0,,1223000.0,322577000.0,1168720000.0,286838000.0,1674000.0,,,16011000.0,16011000.0,,,,,269153000.0,,,,,,,,,881881000.0,66918000.0,,493937000.0,,,,,,316039000.0,4987000.0,2709000.0,2278000.0,,2024-03-31
9219008.0,9219008.0,399980986.0,406195076.0,348524975.0,754720051.0,140822931.0,348524975.0,348524975.0,392464364.0,348524975.0,348524975.0,256334895.0,,92190080.0,92190080.0,871360197.0,71903084.0,-5.0,,20419113.0,43939389.0,43939389.0,7544587.0,799457113.0,8529730.0,362255687.0,362255687.0,,3403390.0,421937151.0,,4383729.0,417553422.0,1219885172.0,279605129.0,9450809.0,,,8545031.0,8545031.0,,,,,261609289.0,,,,,,,,,940280044.0,27853808.0,,435222875.0,,,,,,466114032.0,11089329.0,4875239.0,6214090.0,,2023-09-30
9219008.0,9219008.0,302785980.0,309598629.0,324334493.0,324334493.0,129877011.0,324334493.0,324334493.0,324334493.0,324334493.0,324334493.0,232144413.0,,92190080.0,92190080.0,758708472.0,85026689.0,-1.0,,20213234.0,57268869.0,57268869.0,7544587.0,673681783.0,12566289.0,252329760.0,252329760.0,,3403390.0,402651067.0,,4664813.0,397986254.0,1083042965.0,279484171.0,8859683.0,,0.0,8429759.0,8429759.0,,0.0,0.0,0.0,262194729.0,,262194729.0,0.0,262194729.0,,,,,803558794.0,34105362.0,,406917668.0,,,,,0.0,352756283.0,9779481.0,2966832.0,6812649.0,,2023-06-30
9219008.0,9219008.0,304581000.0,310888000.0,336834000.0,647722000.0,129533000.0,336834000.0,336834000.0,385313000.0,336834000.0,336834000.0,244644000.0,132403000.0,92190000.0,92190000.0,821658000.0,76560000.0,,7545000.0,20536000.0,48479000.0,48479000.0,7545000.0,745098000.0,1000.0,262409000.0,262409000.0,3403000.0,893000.0,379064000.0,11086000.0,19034000.0,348944000.0,1158492000.0,283862100.0,3061000.0,16069000.0,0.0,1335000.0,1335000.0,1335000.0,,,,266458100.0,-202064000.0,468522100.0,,19573300.0,401773800.0,45950000.0,1225000.0,0.0,874631000.0,51499000.0,15386000.0,461738000.0,1000.0,154391000.0,307346000.0,296000.0,36113000.0,351631000.0,9467000.0,3160000.0,6307000.0,6307000.0,2023-03-31
9219008.0,9219008.0,304690000.0,313802000.0,300012000.0,613814000.0,108263000.0,300012000.0,300012000.0,361528000.0,300012000.0,300012000.0,207822000.0,,92190000.0,92190000.0,811664000.0,87517000.0,1000.0,,15043000.0,61516000.0,61516000.0,10957000.0,724147000.0,23330000.0,252286000.0,252286000.0,,,448531000.0,,0.0,448531000.0,1111676000.0,279266000.0,3810000.0,,0.0,1378000.0,1378000.0,,0.0,0.0,0.0,261095000.0,,261095000.0,,261095000.0,,,,,832410000.0,86080000.0,,489345000.0,,,,,0.0,244013000.0,12972000.0,3860000.0,9112000.0,,2022-12-31
9219008.0,9219008.0,410971000.0,423398000.0,325936000.0,749334000.0,118501000.0,325936000.0,325936000.0,374627000.0,325936000.0,325936000.0,233746000.0,,92190000.0,92190000.0,785140000.0,75625000.0,2000.0,,14224000.0,48691000.0,48691000.0,12708000.0,709515000.0,19656000.0,374707000.0,374707000.0,,,312501000.0,,1223000.0,311278000.0,1111076000.0,283059000.0,1931000.0,,,16293000.0,16293000.0,,,,,264835000.0,,,,,,,,,828016000.0,53490000.0,,485076000.0,,,,,,274630000.0,14820000.0,2393000.0,12427000.0,,2024-06-30 00:00:00
