Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Held To Maturity Securities
82054823.0,82054823.0,107274000.0,305432000.0,2176434000.0,2309109000.0,29489000.0,2176434000.0,181226000.0,2184903000.0,2221143000.0,2184903000.0,2184903000.0,1364355000.0,,,820548000.0,820548000.0,,1270282000.0,498201000.0,113420000.0,,,119595000.0,189734000.0,153494000.0,36240000.0,75452000.0,772081000.0,70205000.0,,115698000.0,27732000.0,87966000.0,,64335000.0,373885000.0,,,373885000.0,3455185000.0,2653615000.0,6698000.0,,0.0,288974000.0,288974000.0,,,8469000.0,,2296051000.0,,2296051000.0,63997000.0,2232054000.0,,,,,801570000.0,15629000.0,,,81549000.0,,112175000.0,242848000.0,,,349369000.0,332437000.0,16932000.0,,2024-03-31,
82054823.0,82054823.0,513040000.0,750330000.0,1718330000.0,2282250000.0,-70700000.0,1718330000.0,194590000.0,1726510000.0,2025760000.0,1726510000.0,1726510000.0,,510670000.0,139190000.0,799040000.0,799040000.0,0.0,1594430000.0,746740000.0,,85340000.0,116630000.0,77700000.0,467070000.0,167820000.0,299250000.0,,847690000.0,1470000.0,0.0,283260000.0,26770000.0,256490000.0,94760000.0,,433840000.0,26390000.0,0.0,407450000.0,3320940000.0,2543950000.0,,108700000.0,0.0,121670000.0,121670000.0,0.0,0.0,8180000.0,8180000.0,2303970000.0,-731860000.0,3035830000.0,42500000.0,40000.0,1327850000.0,1488720000.0,176720000.0,0.0,776990000.0,21010000.0,2510000.0,22210000.0,95860000.0,95860000.0,162350000.0,279960000.0,-26070000.0,306030000.0,217810000.0,175110000.0,42700000.0,42700000.0,2023-09-30,
82054823.0,82054823.0,580740000.0,823560000.0,1649700000.0,2300350000.0,-5740000.0,1649700000.0,176830000.0,1653620000.0,2056290000.0,1653620000.0,1653620000.0,,437780000.0,139190000.0,799040000.0,799040000.0,0.0,1613930000.0,795490000.0,,72420000.0,119850000.0,35690000.0,567530000.0,164860000.0,402670000.0,,818440000.0,770000.0,0.0,256030000.0,11970000.0,244060000.0,96280000.0,,427460000.0,93520000.0,0.0,333940000.0,3267550000.0,2454850000.0,,97590000.0,0.0,51670000.0,51670000.0,0.0,0.0,3920000.0,3920000.0,2300680000.0,-668680000.0,2969360000.0,26080000.0,40000.0,1284370000.0,1482150000.0,176720000.0,0.0,812700000.0,,2500000.0,17860000.0,89210000.0,89210000.0,327610000.0,206770000.0,-17130000.0,223900000.0,168750000.0,102760000.0,65990000.0,65990000.0,2023-03-31,
