Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,54195000.0,2168000.0,3084000.0,17531000.0,54195000.0,51111000.0,-34906000.0,34906000.0,2168000.0,2168000.0,230601000.0,,,,,2168000.0,2168000.0,0.0,2168000.0,2168000.0,2168000.0,14037000.0,16205000.0,48184000.0,-34906000.0,34906000.0,2927000.0,213070000.0,3084000.0,3084000.0,,,215997000.0,17531000.0,233528000.0,233528000.0,2024-03-31
0.0,0.0,17678000.0,-7659000.0,4605000.0,260094000.0,17678000.0,13073000.0,-20732000.0,20732000.0,-7659000.0,-7659000.0,276611000.0,17020000.0,17020000.0,-0.45,-0.45,-7659000.0,-7659000.0,0.0,-7659000.0,-7659000.0,-7659000.0,0.0,-7659000.0,342000.0,-20732000.0,20732000.0,12731000.0,16517000.0,4605000.0,4605000.0,,,29248000.0,260094000.0,289342000.0,289342000.0,2023-12-31
0.0,0.080825,9256000.0,-14932000.0,4604000.0,229540000.0,9256000.0,4652000.0,-20897000.0,20897000.0,-14932000.0,-14932000.0,243266000.0,17163218.0,17163218.0,-0.87,-0.87,-14932000.0,-14932000.0,0.0,-14932000.0,-14932000.0,-14932000.0,-1313000.0,-16245000.0,4854000.0,-20897000.0,20897000.0,-200000.0,13726000.0,4604000.0,4604000.0,,,13526000.0,229540000.0,243066000.0,243066000.0,2023-09-30
0.0,0.3,10357000.0,-16200000.0,4604000.0,159472000.0,10357000.0,5753000.0,-20640000.0,20640000.0,-16200000.0,-16200000.0,206895000.0,17234043.0,17234043.0,-0.94,-0.94,-16200000.0,-16200000.0,0.0,-16200000.0,-16200000.0,-16200000.0,1313000.0,-14887000.0,118000.0,-20640000.0,20640000.0,5634000.0,47423000.0,4604000.0,4604000.0,34480000.0,34480000.0,53057000.0,159472000.0,212529000.0,212529000.0,2023-06-30
0.0,0.3,64942000.0,17761000.0,-6046000.0,161627000.0,64942000.0,64942000.0,13912000.0,32922000.0,17761000.0,17761000.0,305222000.0,,,,,17761000.0,17761000.0,0.0,17761000.0,17761000.0,17761000.0,14259000.0,32020000.0,-28257000.0,13912000.0,32922000.0,46366000.0,143595000.0,-6046000.0,-6046000.0,,,189961000.0,161627000.0,351588000.0,351588000.0,2023-03-31
,,,,,,,,,,,,,17084694.0,17084694.0,0.98,0.98,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.064338,90528000.0,55990000.0,4224000.0,67694000.0,90528000.0,86304000.0,-26464000.0,26464000.0,55990000.0,55990000.0,154232000.0,17174847.0,17174847.0,3.26,3.26,55990000.0,55990000.0,0.0,55990000.0,55990000.0,55990000.0,3850000.0,59840000.0,10473000.0,-26464000.0,26464000.0,75831000.0,86538000.0,4224000.0,4224000.0,68488000.0,68488000.0,162369000.0,67694000.0,230063000.0,230063000.0,2024-06-30 00:00:00
