Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
173465425.0,173465425.0,16130000.0,8450260000.0,8452230000.0,4996720000.0,8450260000.0,16130000.0,8452230000.0,8452230000.0,8452230000.0,8452230000.0,8105300000.0,,,346930000.0,346930000.0,2136240000.0,76600000.0,10000.0,,31600000.0,3790000.0,3790000.0,0.0,41200000.0,2059640000.0,28140000.0,,12340000.0,12340000.0,0.0,,10620000.0,1543540000.0,1240530000.0,303010000.0,10588470000.0,3532110000.0,143440000.0,,0.0,198740000.0,198740000.0,1970000.0,,3187960000.0,,3187960000.0,1470560000.0,1717400000.0,,,,,7056360000.0,612310000.0,,,,,,1298350000.0,,,,,,1769320000.0,,,3376380000.0,2966840000.0,409540000.0,,2024-03-31
173465425.0,173465425.0,24890000.0,7256050000.0,7256800000.0,5155060000.0,7256050000.0,24890000.0,7256800000.0,7256800000.0,7256800000.0,7256800000.0,,6909870000.0,0.0,346930000.0,346930000.0,1781210000.0,58660000.0,,41680000.0,4440000.0,12540000.0,12540000.0,0.0,,1722550000.0,16330000.0,821460000.0,12350000.0,12350000.0,0.0,56510000.0,,595750000.0,,595750000.0,9038010000.0,2160400000.0,,38020000.0,0.0,,,750000.0,750000.0,2121630000.0,-846420000.0,2968050000.0,542730000.0,51810000.0,1594820000.0,529130000.0,249560000.0,0.0,6877610000.0,,0.0,0.0,810000.0,111130000.0,320520000.0,1330960000.0,19710000.0,866960000.0,54110000.0,390180000.0,26150000.0,2243740000.0,-3130000.0,2246870000.0,2844300000.0,2178050000.0,666250000.0,666250000.0,2023-06-30
173465425.0,173465425.0,34400000.0,6814450000.0,6814860000.0,4911690000.0,6814450000.0,34400000.0,6814860000.0,6814860000.0,6814860000.0,6814860000.0,,6467930000.0,0.0,346930000.0,346930000.0,1805790000.0,67000000.0,,41310000.0,10200000.0,15490000.0,15490000.0,0.0,,1738790000.0,15870000.0,809360000.0,18910000.0,18910000.0,0.0,53070000.0,,537850000.0,,537850000.0,8620650000.0,1970170000.0,-20000.0,35640000.0,0.0,,,410000.0,410000.0,1934140000.0,-794790000.0,2728930000.0,424100000.0,51810000.0,1491890000.0,525950000.0,235180000.0,0.0,6650480000.0,,0.0,0.0,910000.0,1080000.0,285230000.0,1256580000.0,12830000.0,785840000.0,92720000.0,365190000.0,18120000.0,2393820000.0,-1430000.0,2395250000.0,2694740000.0,2040360000.0,654380000.0,654380000.0,2023-03-31
