Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
150519181.0,150519181.0,2081221000.0,2196681000.0,19530194000.0,21880618000.0,1219694000.0,19530194000.0,61116000.0,19745053000.0,21121987000.0,19745053000.0,19745053000.0,18239861000.0,,,1505192000.0,1505192000.0,2531993000.0,1501606000.0,,,1416142000.0,39208000.0,1376934000.0,85464000.0,1030387000.0,35348000.0,780539000.0,21908000.0,758631000.0,,34470000.0,125815000.0,,,125815000.0,22277046000.0,20026965000.0,71332000.0,,226105000.0,43262000.0,43262000.0,491612000.0,214859000.0,,18978900000.0,,18978900000.0,228818000.0,18750082000.0,,,,,2250081000.0,1324203000.0,,,34655000.0,,,70988000.0,759703000.0,,,60532000.0,6188000.0,54344000.0,,2024-03-31
150519181.0,150519181.0,1583173000.0,1747577000.0,19594415000.0,21566649000.0,1509936000.0,19594415000.0,5717000.0,19824789000.0,21206009000.0,19824789000.0,19824789000.0,18319597000.0,,,1505192000.0,1505192000.0,2045599000.0,1459674000.0,,,1384920000.0,3700000.0,1381220000.0,74754000.0,585925000.0,35799000.0,362657000.0,2017000.0,360640000.0,,35268000.0,148191000.0,,,148191000.0,21870388000.0,19774527000.0,294274000.0,,258084000.0,59472000.0,59472000.0,491612000.0,230374000.0,,18434953000.0,,18434953000.0,1452301000.0,16982652000.0,,,,,2095861000.0,1285682000.0,,,23935000.0,,11886000.0,20564000.0,589489000.0,,,164305000.0,5618000.0,158687000.0,,2023-09-30
150519181.0,150519181.0,167722000.0,233982000.0,19523132000.0,19998816000.0,1809223000.0,19523132000.0,395000.0,19765229000.0,19998816000.0,19765229000.0,19765229000.0,174350000.0,8262053000.0,9333984000.0,1505192000.0,1505192000.0,889305000.0,511997000.0,205576000.0,72834000.0,233587000.0,0.0,233587000.0,72834000.0,377308000.0,32024000.0,395000.0,395000.0,0.0,31709000.0,30684000.0,278181000.0,5039000.0,10760000.0,262382000.0,20654534000.0,18468003000.0,1000.0,26876000.0,281380000.0,26025000.0,26025000.0,491612000.0,242097000.0,242097000.0,17172702000.0,-1849990000.0,19022692000.0,1375750000.0,174755000.0,5696383000.0,1231117000.0,10544687000.0,0.0,2186531000.0,938960000.0,848952000.0,231785000.0,19809000.0,19809000.0,561014000.0,160019000.0,298558000.0,-1470000.0,300028000.0,66394000.0,529000.0,65865000.0,65865000.0,2023-03-31
150519181.0,150519181.0,2038359000.0,2115967000.0,19391286000.0,21645972000.0,1023314000.0,19391286000.0,56692000.0,19586697000.0,20815835000.0,19586697000.0,19586697000.0,18081505000.0,,,1505192000.0,1505192000.0,2466850000.0,1357254000.0,,,1259532000.0,30394000.0,1229138000.0,97722000.0,1109596000.0,34830000.0,856435000.0,26298000.0,830137000.0,,55599000.0,148999000.0,,,148999000.0,22053547000.0,19920637000.0,27695000.0,,291260000.0,50695000.0,50695000.0,491612000.0,195411000.0,,18777835000.0,,18777835000.0,121416000.0,18656419000.0,,,,,2132910000.0,1120411000.0,,,28735000.0,,,31425000.0,921605000.0,,,30734000.0,9818000.0,20916000.0,,2024-09-30 00:00:00
