Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
15393020.0,15393020.0,45700000.0,3042300000.0,3060600000.0,1746400000.0,3042300000.0,45700000.0,3060600000.0,3060600000.0,3060600000.0,3060600000.0,2906700000.0,,,153900000.0,153900000.0,2449300000.0,107700000.0,,35000000.0,35000000.0,67800000.0,2341600000.0,95300000.0,10700000.0,10700000.0,59900000.0,1361300000.0,,,27000000.0,1334300000.0,5509900000.0,1421900000.0,11100000.0,,19800000.0,56000000.0,56000000.0,18300000.0,,1277300000.0,,1277300000.0,42900000.0,1234400000.0,,,,,4088000000.0,167600000.0,20900000.0,,,1112600000.0,,,,,0.0,1888200000.0,,,898700000.0,515100000.0,383600000.0,,2024-03-31,
15393020.0,15393020.0,37000000.0,3080400000.0,3102500000.0,1902400000.0,3080400000.0,37000000.0,3102500000.0,3102500000.0,3102500000.0,3102500000.0,2948600000.0,,,153900000.0,153900000.0,2082700000.0,97900000.0,,32500000.0,32500000.0,57700000.0,1984800000.0,203900000.0,4500000.0,4500000.0,61700000.0,1465300000.0,,,46700000.0,1418600000.0,5185200000.0,1298000000.0,10800000.0,,8900000.0,60500000.0,60500000.0,22100000.0,,1195700000.0,,1195700000.0,50300000.0,1145400000.0,,,,,3887200000.0,138300000.0,20900000.0,,,1187700000.0,,,,2100000.0,39400000.0,1805600000.0,,,693200000.0,359500000.0,333700000.0,,2023-09-30,
15393020.0,15393020.0,40100000.0,2576700000.0,2602700000.0,1475300000.0,2576700000.0,40100000.0,2602700000.0,2602700000.0,2602700000.0,2602700000.0,2448800000.0,1846600000.0,93200000.0,153900000.0,153900000.0,2137400000.0,101000000.0,54800000.0,34700000.0,34700000.0,54800000.0,2036400000.0,137100000.0,5400000.0,5400000.0,61200000.0,1668100000.0,93600000.0,16100000.0,40200000.0,1518200000.0,4740100000.0,1228400000.0,26900000.0,26400000.0,10800000.0,1500000.0,1500000.0,26000000.0,26000000.0,1141500000.0,-657800000.0,1799300000.0,218100000.0,923400000.0,1168400000.0,383200000.0,29600000.0,0.0,3511700000.0,500000.0,20900000.0,88900000.0,164000000.0,1234300000.0,527400000.0,81300000.0,625600000.0,11000000.0,39400000.0,1516500000.0,-41100000.0,1557600000.0,475600000.0,141200000.0,334400000.0,334400000.0,2023-03-31,
