Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current
143784657.0,143784657.0,26564000000.0,53326000000.0,57873000000.0,100973000000.0,6152000000.0,57873000000.0,21707000000.0,69354000000.0,91710000000.0,73205000000.0,3851000000.0,69354000000.0,68635000000.0,,,,719000000.0,719000000.0,94326000000.0,47681000000.0,178000000.0,,,,4498000000.0,42170000000.0,19814000000.0,22356000000.0,732000000.0,46645000000.0,2369000000.0,,11156000000.0,1893000000.0,9263000000.0,1434000000.0,23699000000.0,,,13000000.0,23686000000.0,167531000000.0,114734000000.0,1222000000.0,,109000000.0,3562000000.0,3562000000.0,,1984000000.0,34000000.0,11481000000.0,1358000000.0,10123000000.0,93852000000.0,,93852000000.0,8447000000.0,85405000000.0,,,,,52797000000.0,3705000000.0,,,4598000000.0,,,1508000000.0,25149000000.0,,,17837000000.0,12782000000.0,5055000000.0,,,2024-03-31,,
143784657.0,143784657.0,25376000000.0,48889000000.0,53902000000.0,95186000000.0,11081000000.0,53902000000.0,18789000000.0,65086000000.0,85244000000.0,68776000000.0,3690000000.0,65086000000.0,64367000000.0,,,,719000000.0,719000000.0,86833000000.0,49036000000.0,55000000.0,,,,4331000000.0,37764000000.0,17606000000.0,20158000000.0,559000000.0,37797000000.0,2594000000.0,,11125000000.0,1183000000.0,9942000000.0,1745000000.0,20922000000.0,,,40000000.0,20882000000.0,155609000000.0,106731000000.0,1735000000.0,,125000000.0,3644000000.0,3644000000.0,,1876000000.0,38000000.0,11184000000.0,1073000000.0,10111000000.0,84987000000.0,,84987000000.0,7273000000.0,77714000000.0,,,,,48878000000.0,3470000000.0,,,4234000000.0,,,1557000000.0,23999000000.0,,,15618000000.0,10894000000.0,4724000000.0,,,2023-09-30,,
143784657.0,143784657.0,22769000000.0,43324000000.0,51056000000.0,89077000000.0,10121000000.0,51056000000.0,16221000000.0,61974000000.0,81350000000.0,65313000000.0,3339000000.0,61974000000.0,851000000.0,78000000.0,21283000000.0,29222000000.0,719000000.0,719000000.0,78965000000.0,45716000000.0,197000000.0,5994000000.0,0.0,0.0,4424000000.0,34359000000.0,14983000000.0,19376000000.0,574000000.0,33249000000.0,1043000000.0,28000000.0,8965000000.0,1238000000.0,7727000000.0,1126000000.0,20752000000.0,1443000000.0,153000000.0,28000000.0,19156000000.0,144278000000.0,100908000000.0,54000000.0,4379000000.0,121000000.0,957000000.0,-15000000.0,972000000.0,1857000000.0,41000000.0,10918000000.0,1060000000.0,9858000000.0,80339000000.0,-37413000000.0,117752000000.0,6017000000.0,31583000000.0,18221000000.0,50925000000.0,11006000000.0,0.0,43370000000.0,218000000.0,3424000000.0,3592000000.0,3901000000.0,3145000000.0,756000000.0,2637000000.0,22342000000.0,-1823000000.0,24165000000.0,7256000000.0,2922000000.0,4334000000.0,535000000.0,3799000000.0,2023-03-31,,
