Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14000000.0,14000000.0,1573553000.0,1623472000.0,2714736000.0,4421740000.0,-98328000.0,2714736000.0,30642000.0,2828910000.0,3564898000.0,2828910000.0,2828910000.0,2688910000.0,,,140000000.0,140000000.0,2722695000.0,912556000.0,,100075000.0,755953000.0,19965000.0,735988000.0,56183000.0,1810139000.0,278588000.0,867519000.0,10677000.0,856842000.0,,10372000.0,575368000.0,,,461000.0,574907000.0,5551605000.0,3839794000.0,126747000.0,,396815000.0,396815000.0,,,,114174000.0,114174000.0,3185188000.0,,3185188000.0,148294000.0,3036894000.0,,,,,1711811000.0,170926000.0,,,,693460000.0,,,,6395000.0,,726675000.0,,,114355000.0,95078000.0,19277000.0,,,2024-03-31
14000000.0,14000000.0,1549389000.0,1581488000.0,2822675000.0,4497022000.0,-33942000.0,2822675000.0,10467000.0,2926001000.0,3730591000.0,2926001000.0,2926001000.0,2786001000.0,,,140000000.0,140000000.0,2559711000.0,906788000.0,,34362000.0,805568000.0,978000.0,804590000.0,66689000.0,1652923000.0,228199000.0,775920000.0,9489000.0,766431000.0,,14567000.0,536687000.0,,,0.0,536687000.0,5485712000.0,3866731000.0,105143000.0,,422266000.0,422266000.0,,,,103326000.0,103326000.0,3212459000.0,,3212459000.0,160492000.0,3051967000.0,,,,,1618981000.0,173316000.0,,,,679343000.0,,,,4283000.0,0.0,661278000.0,,,100761000.0,79129000.0,21632000.0,,,2023-09-30
14000000.0,14000000.0,1503949000.0,1521309000.0,2847540000.0,4459688000.0,43589000.0,2847540000.0,9100000.0,2947479000.0,3746681000.0,2947479000.0,2947479000.0,4876000.0,1995704000.0,700000000.0,140000000.0,140000000.0,2532458000.0,913198000.0,59789000.0,50887000.0,802521000.0,3319000.0,799202000.0,59789000.0,1619260000.0,575000.0,718788000.0,5781000.0,713007000.0,10329000.0,10329000.0,746867000.0,113234000.0,1082000.0,0.0,632551000.0,5479937000.0,3817088000.0,7955000.0,115870000.0,44487000.0,24487000.0,20000000.0,353258000.0,353258000.0,99939000.0,99939000.0,3195579000.0,-1680063000.0,4875642000.0,90127000.0,513805000.0,2802391000.0,1246803000.0,222516000.0,0.0,1662849000.0,20000.0,671000.0,1138000.0,165733000.0,761251000.0,157487000.0,235465000.0,368299000.0,8732000.0,11382000.0,651100000.0,-387000.0,651487000.0,62822000.0,54562000.0,8260000.0,1668000.0,6592000.0,2023-03-31
