Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,211908375.0,211908375.0,489800000.0,59261400000.0,59446000000.0,45333300000.0,59261400000.0,489800000.0,59446000000.0,59446000000.0,59446000000.0,59446000000.0,700000.0,32593900000.0,507800000.0,423800000.0,423800000.0,50565900000.0,424300000.0,0.0,289300000.0,289300000.0,56300000.0,50141600000.0,9948300000.0,423400000.0,200500000.0,200500000.0,0.0,4451800000.0,36482200000.0,5375700000.0,15700000.0,423400000.0,31090800000.0,110011900000.0,14537000000.0,1513600000.0,1670300000.0,1027000000.0,0.0,15600000.0,15600000.0,15600000.0,184600000.0,38400000.0,146200000.0,10354100000.0,-5637700000.0,15991800000.0,599200000.0,9754900000.0,10527700000.0,4195400000.0,669500000.0,0.0,95474900000.0,4476100000.0,246200000.0,,,41736800000.0,15607600000.0,2335000000.0,2309300000.0,10963300000.0,2829400000.0,843100000.0,25443000000.0,-622200000.0,26065200000.0,8768800000.0,41125400000.0,8768800000.0,5017700000.0,3751100000.0,2023-12-31
,211908375.0,211908375.0,417700000.0,53512200000.0,53685000000.0,40066800000.0,53512200000.0,417700000.0,53685000000.0,53685000000.0,53685000000.0,53685000000.0,53261200000.0,,,423800000.0,423800000.0,49668700000.0,213000000.0,,135000000.0,135000000.0,,49455700000.0,8356900000.0,,282700000.0,282700000.0,,4239800000.0,31560800000.0,,,421800000.0,31139000000.0,103353700000.0,13831200000.0,1581100000.0,1256300000.0,866900000.0,,,88300000.0,88300000.0,172800000.0,26600000.0,146200000.0,9865800000.0,,9865800000.0,741500000.0,9124300000.0,,,,,89522500000.0,5468300000.0,,,,,16170600000.0,,,,38700000.0,,23929200000.0,,,43915700000.0,30958000000.0,12957700000.0,,,2023-06-30
,211908375.0,211908375.0,330900000.0,49214400000.0,49394100000.0,35482600000.0,49214400000.0,330900000.0,49394100000.0,49394100000.0,49394100000.0,49394100000.0,700000.0,22542000000.0,507800000.0,423800000.0,423800000.0,43788200000.0,284800000.0,0.0,210300000.0,210300000.0,,43503400000.0,8035400000.0,421800000.0,120600000.0,120600000.0,0.0,3831800000.0,31799200000.0,5409500000.0,22100000.0,421800000.0,26367600000.0,93182300000.0,14196300000.0,1626300000.0,2228900000.0,898400000.0,0.0,,0.0,75400000.0,179700000.0,33500000.0,146200000.0,9504500000.0,-4586400000.0,14090900000.0,692500000.0,8812000000.0,8858500000.0,3896900000.0,643000000.0,0.0,78986000000.0,4446600000.0,650700000.0,0.0,22200000.0,2287600000.0,14206600000.0,2146500000.0,2230900000.0,9829200000.0,3626500000.0,884600000.0,20929900000.0,-525800000.0,21455700000.0,36400100000.0,4931500000.0,31468600000.0,29080000000.0,2388600000.0,2022-12-31
,211908375.0,211908375.0,473400000.0,63238400000.0,63415800000.0,48791300000.0,63238400000.0,473400000.0,63415800000.0,63415800000.0,63415800000.0,63415800000.0,62992000000.0,,,423800000.0,423800000.0,53618600000.0,276000000.0,,135000000.0,135000000.0,56300000.0,53342600000.0,11024200000.0,,338400000.0,338400000.0,,4628000000.0,33700400000.0,,,904300000.0,32796100000.0,117034400000.0,14900500000.0,1666800000.0,,1076700000.0,,,88300000.0,88300000.0,177400000.0,31200000.0,146200000.0,10522600000.0,,10522600000.0,646600000.0,9876000000.0,,,,,102133900000.0,4605300000.0,,,,,16957400000.0,,,,40600000.0,,28977600000.0,,,51553000000.0,43842800000.0,7710200000.0,,,2024-06-30 00:00:00
