Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
91044105.0,91044105.0,1574200000.0,1766700000.0,11025000000.0,13477000000.0,6985700000.0,11025000000.0,42500000.0,11752800000.0,11782200000.0,11752800000.0,,11752800000.0,10842400000.0,,,910400000.0,910400000.0,3913200000.0,263100000.0,,,76500000.0,62600000.0,33200000.0,29400000.0,85900000.0,3650100000.0,163000000.0,,1704100000.0,9300000.0,1694800000.0,,25000000.0,1343100000.0,,13800000.0,1329300000.0,15666000000.0,5030200000.0,232300000.0,,,453800000.0,453800000.0,,,,,727800000.0,10300000.0,717500000.0,3601400000.0,,3601400000.0,151500000.0,3449900000.0,,,,,10635800000.0,318900000.0,,,3536600000.0,,,,,393600000.0,3189300000.0,,,3197400000.0,3047400000.0,150000000.0,,2024-03-31
91044105.0,91044105.0,1006100000.0,1670900000.0,10389700000.0,12740800000.0,6586300000.0,10389700000.0,47800000.0,11117700000.0,11160200000.0,11117700000.0,0.0,11117700000.0,10207300000.0,,,910400000.0,910400000.0,3964500000.0,276700000.0,34400000.0,,87900000.0,80200000.0,37700000.0,42500000.0,74200000.0,3687800000.0,247200000.0,,1590700000.0,10100000.0,1580600000.0,,22300000.0,1233400000.0,,10500000.0,1222900000.0,15082200000.0,4808100000.0,98600000.0,,,455900000.0,455900000.0,,,,,728000000.0,10500000.0,717500000.0,3511500000.0,,3511500000.0,142100000.0,3369400000.0,,,,,10274100000.0,365700000.0,,,3465600000.0,,,,,148600000.0,2889800000.0,,,3404400000.0,2787400000.0,617000000.0,,2023-09-30
91044105.0,91044105.0,1145000000.0,1821900000.0,9986900000.0,12487100000.0,6541000000.0,9986900000.0,52500000.0,10717700000.0,10796800000.0,10717700000.0,0.0,10717700000.0,9807300000.0,5290300000.0,4212100000.0,910400000.0,910400000.0,3733700000.0,298300000.0,26800000.0,83500000.0,66300000.0,121700000.0,42600000.0,79100000.0,83500000.0,3435400000.0,156500000.0,9800000.0,1700200000.0,9900000.0,1690300000.0,22300000.0,2900000.0,1187600000.0,800000.0,9800000.0,1186800000.0,14451400000.0,4475000000.0,111200000.0,137500000.0,22400000.0,331000000.0,49700000.0,281300000.0,400000.0,300000.0,100000.0,730800000.0,13300000.0,717500000.0,3252100000.0,-4616300000.0,7868400000.0,116200000.0,576100000.0,5956000000.0,1089900000.0,130200000.0,0.0,9976400000.0,345200000.0,73000000.0,395700000.0,3768800000.0,1136200000.0,1255000000.0,262700000.0,1114900000.0,38800000.0,2826800000.0,-24300000.0,2851100000.0,2873300000.0,2248900000.0,624400000.0,624400000.0,2023-03-31
