Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
0.0,273805630.0,273805630.0,1683700000.0,4194400000.0,170099500000.0,183211100000.0,5529200000.0,170099500000.0,1438600000.0,180455300000.0,182089900000.0,180455300000.0,180455300000.0,180181500000.0,273800000.0,273800000.0,50824000000.0,14839900000.0,4281000000.0,1332800000.0,4610800000.0,2714400000.0,1079800000.0,1634600000.0,1750200000.0,35984100000.0,4543400000.0,,1480000000.0,358800000.0,1121200000.0,995500000.0,23021500000.0,2120200000.0,20901300000.0,231279300000.0,189766000000.0,1887700000.0,128000000.0,126236600000.0,126236600000.0,25784800000.0,25784800000.0,10355800000.0,10355800000.0,24339000000.0,24339000000.0,2116500000.0,22222500000.0,41513300000.0,3104800000.0,14096400000.0,4768800000.0,3737800000.0,15805500000.0,14733400000.0,1072100000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,
,273749460.0,273749460.0,1439200000.0,4161600000.0,149952000000.0,161997400000.0,5944000000.0,149952000000.0,1473500000.0,159309300000.0,160821700000.0,159309300000.0,159309300000.0,159035500000.0,273800000.0,273800000.0,51308500000.0,12745000000.0,3804100000.0,1293300000.0,3732400000.0,2603200000.0,1090800000.0,1512400000.0,1160600000.0,38563500000.0,4600400000.0,,1558400000.0,382700000.0,1175700000.0,1906100000.0,26392300000.0,3416500000.0,22975800000.0,210617800000.0,166110300000.0,1757200000.0,76800000.0,106815500000.0,106815500000.0,23320400000.0,23320400000.0,9357300000.0,9357300000.0,23886600000.0,23886600000.0,1665200000.0,22221400000.0,44507500000.0,3716300000.0,15705000000.0,4683900000.0,2878600000.0,17523700000.0,16274800000.0,1248900000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
,273653620.0,273653620.0,1068900000.0,2884100000.0,141317500000.0,151859800000.0,4486500000.0,141317500000.0,927100000.0,149902800000.0,150532400000.0,149902800000.0,149902800000.0,149629300000.0,273500000.0,273500000.0,42073600000.0,9727800000.0,3363800000.0,963700000.0,2913100000.0,1307500000.0,677900000.0,629600000.0,1024600000.0,32345800000.0,4088500000.0,2228300000.0,1576600000.0,249200000.0,1327400000.0,1554800000.0,18104400000.0,,18104400000.0,191976400000.0,155144100000.0,1458300000.0,,98916800000.0,98916800000.0,22283700000.0,22283700000.0,8585300000.0,8585300000.0,23035300000.0,23035300000.0,777500000.0,22257800000.0,36832300000.0,3355000000.0,12784400000.0,5889400000.0,3689200000.0,11114300000.0,10226200000.0,888100000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,
