Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
115681390.0,115681390.0,840822000.0,2145621000.0,4637416000.0,5827395000.0,3081862000.0,4637416000.0,974008000.0,4655782000.0,5185382000.0,4646922000.0,-8860000.0,4655782000.0,4424419000.0,,,231363000.0,231363000.0,3332868000.0,1393949000.0,,0.0,1381297000.0,851697000.0,529600000.0,12652000.0,1938919000.0,564079000.0,,764324000.0,122311000.0,642013000.0,,5831000.0,543295000.0,,,543295000.0,7979790000.0,2959009000.0,7479000.0,,45996000.0,778333000.0,778333000.0,,18366000.0,18314000.0,52000.0,2108835000.0,,2108835000.0,86110000.0,2022725000.0,,,,,5020781000.0,334992000.0,,,72314000.0,,391339000.0,0.0,3059413000.0,,,1162723000.0,831932000.0,330791000.0,,,2024-03-31
110535120.0,110535120.0,772918000.0,1625671000.0,3507600000.0,4431737000.0,2169191000.0,3507600000.0,719444000.0,3525510000.0,3998434000.0,3525510000.0,0.0,3525510000.0,3304440000.0,,,221070000.0,221070000.0,3089720000.0,1150464000.0,3000.0,4312000.0,1137051000.0,664127000.0,472924000.0,9098000.0,1939256000.0,858975000.0,,488620000.0,55317000.0,433303000.0,,,505439000.0,,,505439000.0,6615230000.0,2506783000.0,29050000.0,,9547000.0,736188000.0,736188000.0,,17910000.0,17910000.0,,1714088000.0,,1714088000.0,19818000.0,1694270000.0,,,,,4108447000.0,475344000.0,,,59895000.0,,65322000.0,0.0,2632485000.0,,,875401000.0,742092000.0,133309000.0,,,2023-09-30
110535120.0,110535120.0,716513000.0,1494224000.0,3143471000.0,3962239000.0,1942582000.0,3143471000.0,675922000.0,3143937000.0,3548515000.0,3143937000.0,0.0,3143937000.0,2495000.0,2322142000.0,558452000.0,221070000.0,221070000.0,4379073000.0,1059068000.0,1000.0,0.0,1054342000.0,649764000.0,404578000.0,4725000.0,3320005000.0,55819000.0,242495000.0,439882000.0,26158000.0,413724000.0,7106000.0,479890000.0,1933191000.0,6781000.0,555000.0,1925855000.0,7523010000.0,2260425000.0,3577000.0,1000000.0,19228000.0,737527000.0,737527000.0,737527000.0,466000.0,466000.0,,1502204000.0,-60117000.0,1562321000.0,35055000.0,5457000.0,766448000.0,358852000.0,396509000.0,0.0,5262587000.0,411000.0,555000.0,1643029000.0,108140000.0,108140000.0,957012000.0,0.0,2451651000.0,-81109000.0,2532760000.0,101789000.0,840111000.0,101789000.0,0.0,101789000.0,2023-03-31
