Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total
0.0,1140001121.0,1140001121.0,478173300000.0,653101500000.0,187890300000.0,891999700000.0,-77916000000.0,187890300000.0,151862700000.0,390760900000.0,827942400000.0,441862900000.0,51102000000.0,390760900000.0,389620900000.0,,,1140000000.0,1140000000.0,1165455600000.0,718938700000.0,58613700000.0,,,,29338400000.0,576378400000.0,139196900000.0,437181500000.0,4464500000.0,446516900000.0,58473000000.0,76723100000.0,12665800000.0,64057300000.0,1526200000.0,248224300000.0,,,1531700000.0,246692600000.0,1607318500000.0,1238717600000.0,53496100000.0,,1456100000.0,70489500000.0,70489500000.0,70749500000.0,2408000000.0,202870600000.0,192470500000.0,10400100000.0,806299400000.0,,806299400000.0,219309800000.0,586989600000.0,,,,,368600900000.0,50279800000.0,,3339400000.0,,,94868600000.0,,,,13826700000.0,,97929300000.0,,,108357100000.0,85291600000.0,23065500000.0,,,2024-03-31,,
,1140001121.0,1140001121.0,404615200000.0,571446400000.0,208800600000.0,787735200000.0,-90591100000.0,208800600000.0,150427700000.0,366716500000.0,709817100000.0,417401900000.0,50685400000.0,366716500000.0,365576500000.0,,,1140000000.0,1140000000.0,1064099800000.0,613245200000.0,49588800000.0,,,,30029700000.0,481790000000.0,138689400000.0,343100600000.0,3995000000.0,450854600000.0,74937800000.0,89656400000.0,11738300000.0,77918100000.0,1334800000.0,240874600000.0,,,2093100000.0,238781500000.0,1481501700000.0,1121238200000.0,73216600000.0,,1762700000.0,126124100000.0,126124100000.0,,2423900000.0,157915900000.0,148877700000.0,9038200000.0,736181800000.0,,736181800000.0,223485000000.0,512696800000.0,,,,,360263500000.0,50969300000.0,,120000000.0,,,75197600000.0,,,,51775800000.0,,75857000000.0,,,106343800000.0,89940300000.0,16403500000.0,,,2023-09-30,,
,1140001121.0,1140001121.0,362443800000.0,530075500000.0,203533900000.0,711777200000.0,-76813200000.0,203533900000.0,148808400000.0,330510100000.0,654531800000.0,378900500000.0,48390400000.0,330510100000.0,11771200000.0,155857300000.0,109869400000.0,1140000000.0,1140000000.0,1035977700000.0,587947200000.0,8617600000.0,856800000.0,3235000000.0,53514800000.0,29799100000.0,459867200000.0,135845500000.0,324021700000.0,4014900000.0,448030500000.0,5469900000.0,70208300000.0,12962900000.0,57245400000.0,1210200000.0,327044800000.0,39389300000.0,2900000.0,1014900000.0,286637700000.0,1414878200000.0,1043661100000.0,242000000.0,75665000000.0,2093400000.0,39396000000.0,39396000000.0,59747800000.0,683100000.0,126976200000.0,118104600000.0,8871600000.0,681404300000.0,-49180000000.0,730584300000.0,176989600000.0,221549400000.0,112960500000.0,143913000000.0,27309800000.0,47862000000.0,371217300000.0,121100000.0,3094400000.0,1000000000.0,1169400000.0,25182600000.0,69180500000.0,62070800000.0,4690300000.0,2419400000.0,84862000000.0,838300000.0,125528800000.0,-1128500000.0,126657300000.0,60240200000.0,41416900000.0,18823300000.0,2754800000.0,16068500000.0,2023-03-31,,
