Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
117708018.0,117708018.0,4357425000.0,4362656000.0,-2574017000.0,1788639000.0,944677000.0,-2574017000.0,-2574017000.0,1788639000.0,-2574017000.0,-2574017000.0,-2691725000.0,,117708000.0,117708000.0,5970892000.0,4365268000.0,,,4362656000.0,4362656000.0,2612000.0,1605624000.0,42721000.0,,49000.0,31290000.0,,31290000.0,3396875000.0,846574000.0,971000.0,,67752000.0,,1963000.0,,,,,2550301000.0,997000.0,,856220000.0,,123217000.0,,,1569867000.0,1564636000.0,5231000.0,,,2024-03-31
117708018.0,117708018.0,4360910000.0,4362656000.0,-3885267000.0,477389000.0,-1585088000.0,-3885267000.0,-3885267000.0,477389000.0,-3885267000.0,-3885267000.0,-4002975000.0,,117708000.0,117708000.0,6179887000.0,4365620000.0,,,4362656000.0,4362656000.0,2519000.0,1814267000.0,21915000.0,,53000.0,50212000.0,,50212000.0,2294620000.0,2065441000.0,971000.0,,468069000.0,0.0,2625000.0,,2625000.0,2625000.0,,229179000.0,1898000.0,,,,102074000.0,,,125207000.0,123461000.0,1746000.0,,,2023-09-30
117708018.0,117708018.0,4336440000.0,4362656000.0,-3942285000.0,-3942285000.0,-1661583000.0,-3942285000.0,-3942285000.0,-3942285000.0,-3942285000.0,-3942285000.0,-4059993000.0,-5810991000.0,117708000.0,117708000.0,6229346000.0,4364967000.0,4362656000.0,1866000.0,4362656000.0,4362656000.0,1866000.0,1864379000.0,72895000.0,38000.0,38000.0,1812272000.0,1762640000.0,49632000.0,2287061000.0,2084265000.0,971000.0,37762000.0,487246000.0,0.0,3286000.0,-955000.0,4241000.0,3286000.0,4241000.0,202796000.0,2233000.0,2273000.0,77316000.0,707000.0,96284000.0,-120554000.0,216838000.0,26216000.0,78063000.0,26216000.0,20000000.0,6216000.0,2023-03-31
