Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Net PPE,Current Assets,Other Current Assets,Current Deferred Taxes Assets,Prepaid Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Taxes Liabilities,Current Deferred Taxes Liabilities,Other Payable,Total Tax Payable,Non Current Prepaid Assets,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Inventory,Taxes Receivable,Cash Financial
32252000.0,32252000.0,244770000.0,303510000.0,1063854000.0,1367364000.0,1272693000.0,1063854000.0,1063854000.0,1304081000.0,1063854000.0,1063854000.0,700534000.0,363320000.0,363320000.0,480178000.0,240227000.0,,240227000.0,240227000.0,239951000.0,48730000.0,63283000.0,63283000.0,73602000.0,95000.0,95000.0,1544032000.0,31389000.0,5528000.0,25861000.0,1512644000.0,,152594000.0,429015000.0,785776000.0,86519000.0,58740000.0,,58740000.0,2024-03-31,,,,,,,,,,,,,,
32252000.0,32252000.0,,1127000.0,1034656000.0,1035783000.0,1008749000.0,1034656000.0,1034656000.0,1034656000.0,1034656000.0,1034656000.0,671336000.0,363320000.0,363320000.0,351431000.0,1000.0,,,,351430000.0,224580000.0,1127000.0,1127000.0,64667000.0,315000.0,315000.0,1386087000.0,25908000.0,,25908000.0,1360179000.0,-100.0,152594000.0,,724960000.0,13776000.0,468849100.0,465388000.0,3461100.0,2023-09-30,,,,,,,,,,,,,,
32252000.0,32252000.0,,1127000.0,1001284000.0,1002411000.0,970927090.0,1001284000.0,1001284000.0,1002411000.0,1001284000.0,1001284000.0,637964000.0,363320000.0,363320000.0,261577000.0,1127090.0,90.0,1127000.0,1127000.0,260449910.0,147569910.0,,,51798000.0,341000.0,341000.0,1262861000.0,31484000.0,5528000.0,25956000.0,1231377000.0,1000.0,152594000.0,425533000.0,644311000.0,1133000.0,7805000.0,,7805000.0,2023-03-31,,,,,,,,,,,,,,
