Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-227761353.458285,0.31166,1395800000.0,-730800000.0,-730800000.0,929300000.0,-661200000.0,31328600000.0,665000000.0,665000000.0,-62100000.0,62100000.0,1432338646.541715,1425400000.0,29849100000.0,,,,,1425400000.0,1425400000.0,0.0,1425400000.0,,911100000.0,415000000.0,187900000.0,602900000.0,-75500000.0,-730800000.0,526000000.0,-62100000.0,62100000.0,1459900000.0,-1479500000.0,103300000.0,-661200000.0,-661200000.0,-19600000.0,31328600000.0,31309000000.0,31309000000.0,2024-03-31,
-21812685.312548,0.258444,2998900000.0,-84400000.0,-84400000.0,794100000.0,255900000.0,30964100000.0,2914500000.0,2658600000.0,-1350000000.0,1350000000.0,856687314.687452,794100000.0,31445200000.0,296305970.0,296305970.0,2.68,2.68,794100000.0,794100000.0,0.0,794100000.0,-176300000.0,970400000.0,970400000.0,338200000.0,1308600000.0,122800000.0,-84400000.0,84400000.0,-1350000000.0,1350000000.0,2620000000.0,481100000.0,646600000.0,255900000.0,255900000.0,3101100000.0,30964100000.0,34065200000.0,34065200000.0,2023-12-31,
-7036836.104164,0.255885,4401500000.0,-27500000.0,-27500000.0,1813800000.0,254300000.0,47110900000.0,4374000000.0,4119700000.0,-1400900000.0,1400900000.0,1834263163.895836,1813800000.0,47383600000.0,295889070.0,295889070.0,6.13,6.13,1813800000.0,1813800000.0,0.0,1813800000.0,-209300000.0,2023100000.0,2023100000.0,695700000.0,2718800000.0,217500000.0,-27500000.0,27500000.0,-1400900000.0,1400900000.0,3913100000.0,272700000.0,519500000.0,254300000.0,254300000.0,4185800000.0,47110900000.0,51296700000.0,51296700000.0,2023-09-30,
-59911239.253512,0.25194,3819000000.0,-237800000.0,-237800000.0,1298300000.0,251100000.0,44120200000.0,3581200000.0,3330100000.0,-1422500000.0,1422500000.0,1476188760.746488,1298300000.0,44317100000.0,295740319.0,295740319.0,4.39,4.39,1298300000.0,1298300000.0,0.0,1298300000.0,-128700000.0,1427000000.0,1427000000.0,480600000.0,1907600000.0,156600000.0,-237800000.0,237800000.0,-1422500000.0,1422500000.0,3405700000.0,196900000.0,460200000.0,251100000.0,251100000.0,3602600000.0,44120200000.0,47722800000.0,47722800000.0,2023-06-30,
-88735860.859398,0.243847,3707300000.0,-363900000.0,-363900000.0,1165900000.0,252900000.0,32486700000.0,3343400000.0,3090500000.0,-817400000.0,1380000000.0,1441064139.140602,1165900000.0,32511900000.0,,,,,1165900000.0,1165900000.0,0.0,1165900000.0,-127500000.0,1293400000.0,1293400000.0,417100000.0,1710500000.0,-135200000.0,-458100000.0,472200000.0,-817400000.0,1380000000.0,3025200000.0,25200000.0,-577300000.0,252900000.0,252900000.0,3050400000.0,32486700000.0,35537100000.0,35537100000.0,2023-03-31,
,,,,,,,,,,,,,,,296193548.0,296193548.0,3.1,3.1,,,,,-126600000.0,,,,,,,,,,,,,,,,,,,2022-12-31,
-12283836.493475,0.257523,3123300000.0,-47700000.0,-47700000.0,1352200000.0,22700000.0,42671600000.0,3075600000.0,3052900000.0,-1022400000.0,1022400000.0,1387616163.506525,1739000000.0,42102700000.0,296252129.0,296252129.0,5.87,5.87,1739000000.0,1739000000.0,0.0,1739000000.0,-155400000.0,1894400000.0,1507600000.0,522900000.0,2030500000.0,22300000.0,-47700000.0,47700000.0,-1022400000.0,1022400000.0,3064600000.0,-568900000.0,877800000.0,22700000.0,22700000.0,2495700000.0,42671600000.0,45167300000.0,45167300000.0,2024-06-30 00:00:00,386800000.0
