Treasury Shares Number,Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Provisions,Current Liabilities,Other Current Liabilities,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
57220.0,15384700.0,15441920.0,12523400000.0,12524200000.0,7421800000.0,12523400000.0,12524200000.0,12524200000.0,12524200000.0,12524200000.0,12369800000.0,154400000.0,154400000.0,4676700000.0,216400000.0,216400000.0,4460300000.0,2595400000.0,1382800000.0,199800000.0,1183000000.0,17200900000.0,5318800000.0,14500000.0,150400000.0,2001100000.0,,800000.0,3151600000.0,3151600000.0,469600000.0,2682000000.0,11882100000.0,530900000.0,3487300000.0,4549900000.0,100000.0,464000000.0,2849900000.0,2606000000.0,243900000.0,2024-03-31
57220.0,15384700.0,15441920.0,11087900000.0,11088800000.0,2741600000.0,11087900000.0,11088800000.0,11088800000.0,11088800000.0,11088800000.0,10934400000.0,154400000.0,154400000.0,5819300000.0,230100000.0,230100000.0,5589200000.0,3449700000.0,1700500000.0,295200000.0,1405300000.0,16908100000.0,8577300000.0,61500000.0,224600000.0,2009200000.0,,900000.0,6280700000.0,6280700000.0,523000000.0,5757700000.0,8330800000.0,439100000.0,,4434000000.0,100000.0,389300000.0,3068300000.0,2771400000.0,296900000.0,2023-09-30
,15410420.0,15410420.0,11795900000.0,11797000000.0,3795400000.0,11795900000.0,11797000000.0,11797000000.0,11797000000.0,11797000000.0,11642600000.0,154400000.0,154400000.0,4739500000.0,215300000.0,215300000.0,4524200000.0,2927600000.0,1172100000.0,204100000.0,968000000.0,16536500000.0,8216900000.0,116000000.0,178400000.0,2017200000.0,2017200000.0,1100000.0,5903800000.0,5903800000.0,2500000.0,5901300000.0,8319600000.0,412900000.0,,3493300000.0,100000.0,431800000.0,3981500000.0,3893300000.0,88200000.0,2023-03-31
