Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,197868000.0,197868000.0,47853000.0,59498000.0,632586000.0,692084000.0,689705000.0,632586000.0,632586000.0,692084000.0,632586000.0,632586000.0,434718000.0,,197868000.0,197868000.0,316525000.0,59498000.0,,0.0,59498000.0,59498000.0,257027000.0,2941000.0,,0.0,0.0,,111000.0,253975000.0,,0.0,253975000.0,949111000.0,2379400.0,276400.0,,0.0,0.0,0.0,0.0,0.0,2103000.0,,2103000.0,0.0,2103000.0,,,,,946732000.0,4567000.0,,172048000.0,,,,,0.0,753710000.0,16407000.0,4762000.0,11645000.0,,,2024-03-31
,197868000.0,197868000.0,151730000.0,201906000.0,635630000.0,837536000.0,725939000.0,635630000.0,635630000.0,728436000.0,635630000.0,635630000.0,536696000.0,,98934000.0,98934000.0,678346000.0,92805000.0,-1000.0,0.0,92806000.0,92806000.0,585541000.0,3507000.0,,109100000.0,109100000.0,,132000.0,472802000.0,,0.0,472802000.0,1313976000.0,2497000.0,278000.0,,0.0,0.0,0.0,0.0,0.0,2219000.0,,2219000.0,0.0,2219000.0,,,,,1311480000.0,5330000.0,,200840000.0,,,,,0.0,1048758000.0,56552000.0,6376000.0,50176000.0,,,2023-09-30
,197868000.0,197868000.0,232937000.0,313570000.0,626639000.0,940209000.0,724888000.0,626639000.0,626639000.0,727509000.0,626639000.0,626639000.0,527704000.0,468816000.0,98934000.0,98934000.0,678499000.0,100869000.0,-1000.0,0.0,100870000.0,100870000.0,577630000.0,688000.0,139000.0,212700000.0,212700000.0,1952000.0,139000.0,362151000.0,35000.0,721000.0,361395000.0,1305138000.0,2620000.0,254000.0,276000.0,0.0,0.0,0.0,0.0,0.0,2090000.0,-17562000.0,19652000.0,0.0,812000.0,8170000.0,5970000.0,4700000.0,0.0,1302518000.0,-1000.0,3259000.0,260289000.0,195228000.0,0.0,65061000.0,5312000.0,3808000.0,949218000.0,80633000.0,4912000.0,80633000.0,38970000.0,41664000.0,2023-03-31
