Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-24785935.884178,0.33092,682900000.0,-74900000.0,-74900000.0,195300000.0,290500000.0,2556500000.0,608000000.0,317500000.0,-27400000.0,27400000.0,245414064.115822,195300000.0,5511700000.0,,,,,195300000.0,195300000.0,0.0,195300000.0,1200000.0,194100000.0,194100000.0,96000000.0,290100000.0,24100000.0,-74900000.0,16300000.0,-27400000.0,27400000.0,368300000.0,2955200000.0,2298500000.0,290500000.0,290500000.0,3323500000.0,2556500000.0,5880000000.0,5880000000.0,2024-03-31
0.0,0.286997,1124300000.0,0.0,0.0,619600000.0,233300000.0,2978000000.0,1124300000.0,891000000.0,-22000000.0,22000000.0,619600000.0,619600000.0,5538900000.0,300776699.0,300776699.0,2.06,2.06,619600000.0,619600000.0,0.0,619600000.0,0.0,619600000.0,619600000.0,249400000.0,869000000.0,77100000.0,0.0,0.0,-22000000.0,22000000.0,813900000.0,2560900000.0,1928400000.0,233300000.0,233300000.0,3374800000.0,2978000000.0,6352800000.0,6352800000.0,2023-12-31
-57546512.451316,0.392541,1244000000.0,-146600000.0,-146600000.0,514700000.0,222800000.0,3741700000.0,1097400000.0,874600000.0,-27300000.0,27300000.0,603753487.548684,514700000.0,6386800000.0,300994152.0,300994152.0,1.71,1.71,514700000.0,514700000.0,0.0,514700000.0,,514700000.0,514700000.0,332600000.0,847300000.0,26300000.0,-146600000.0,146600000.0,-27300000.0,27300000.0,994900000.0,2645100000.0,2058000000.0,222800000.0,222800000.0,3640000000.0,3741700000.0,7381700000.0,7381700000.0,2023-09-30
0.0,0.389981,830200000.0,0.0,0.0,406700000.0,127300000.0,3318600000.0,830200000.0,702900000.0,-36200000.0,36200000.0,406700000.0,406700000.0,5833300000.0,301259259.0,301259259.0,1.35,1.35,406700000.0,406700000.0,0.0,406700000.0,0.0,406700000.0,406700000.0,260000000.0,666700000.0,31100000.0,0.0,,-36200000.0,36200000.0,671800000.0,2514700000.0,2031100000.0,127300000.0,127300000.0,3186500000.0,3318600000.0,6505100000.0,6505100000.0,2023-06-30
60000.0,0.3,539200000.0,64500000.0,200000.0,83800000.0,176500000.0,10213800000.0,603700000.0,427200000.0,13700000.0,-24700000.0,83660000.0,83800000.0,5953300000.0,,,,,83800000.0,83800000.0,0.0,83800000.0,-100000.0,83900000.0,83900000.0,368000000.0,451900000.0,-48700000.0,200000.0,,13700000.0,-24700000.0,457500000.0,-4260500000.0,-5944900000.0,176500000.0,176500000.0,-3803000000.0,10213800000.0,6410800000.0,6410800000.0,2023-03-31
,,,,,,,,,,,,,,,301562500.0,301562500.0,0.96,0.96,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.324757,656500000.0,0.0,0.0,291300000.0,192000000.0,2666400000.0,656500000.0,464500000.0,-33100000.0,33100000.0,291300000.0,291300000.0,5318100000.0,300309278.0,300309278.0,0.97,0.97,291300000.0,291300000.0,0.0,291300000.0,0.0,291300000.0,291300000.0,140100000.0,431400000.0,31900000.0,0.0,0.0,-33100000.0,33100000.0,432600000.0,2651700000.0,2048500000.0,192000000.0,192000000.0,3084300000.0,2666400000.0,5750700000.0,5750700000.0,2024-06-30 00:00:00
