Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
33671621.0,33671621.0,627664000.0,627664000.0,614550000.0,627664000.0,627664000.0,627664000.0,627664000.0,627664000.0,290947000.0,,,336717000.0,336717000.0,61528000.0,462000.0,,462000.0,61066000.0,2380000.0,,4830000.0,5290000.0,,,5290000.0,689192000.0,13576000.0,12244000.0,,1332000.0,675616000.0,540000.0,,,120180000.0,,490480000.0,64416000.0,18234000.0,46182000.0,46182000.0,2024-03-31
33671621.0,33671621.0,621008000.0,621008000.0,611231000.0,621008000.0,621008000.0,621008000.0,621008000.0,621008000.0,284291000.0,,,336717000.0,336717000.0,66406000.0,391000.0,,391000.0,66015000.0,9097000.0,,4319000.0,4417000.0,,,4417000.0,687414000.0,10168000.0,10168000.0,,,677246000.0,1841000.0,,,120180000.0,,480980000.0,74245000.0,24809000.0,49436000.0,49436000.0,2023-09-30
33671621.0,33671621.0,678937000.0,678937000.0,668723000.0,678937000.0,678937000.0,678937000.0,678937000.0,678937000.0,342220000.0,11387592000.0,0.0,336717000.0,336717000.0,126557000.0,347000.0,347000.0,347000.0,126210000.0,938000.0,4158000.0,4158000.0,122052000.0,79100000.0,38984000.0,3968000.0,805494000.0,10561000.0,10561000.0,10561000.0,,794933000.0,649000.0,38984000.0,5382000.0,120180000.0,120180000.0,556351000.0,74036000.0,21084000.0,74036000.0,74036000.0,2023-03-31
