Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,156692338.0,156692338.0,158868000.0,189946000.0,258830000.0,419572000.0,236074000.0,258830000.0,29971000.0,259597000.0,295402000.0,259597000.0,259597000.0,102908000.0,,,156689000.0,156689000.0,362041000.0,51278000.0,,,,49459000.0,13654000.0,35805000.0,1819000.0,310763000.0,50509000.0,,140487000.0,16317000.0,124170000.0,,83000.0,119684000.0,,19160000.0,100524000.0,621638000.0,74801000.0,,,1235000.0,,13806000.0,13806000.0,767000.0,,58993000.0,,,,,,,546837000.0,7324000.0,,321904000.0,,,379000.0,116652000.0,,,100578000.0,99471000.0,1107000.0,,,2024-03-31
,156692338.0,156692338.0,107333000.0,147619000.0,179300000.0,288362000.0,164572000.0,179300000.0,39462000.0,180205000.0,220105000.0,180205000.0,180205000.0,78816000.0,,,101389000.0,101389000.0,296623000.0,61870000.0,,,1754000.0,58604000.0,18704000.0,39900000.0,1512000.0,234753000.0,17144000.0,,89015000.0,20758000.0,68257000.0,,24000.0,128570000.0,,20903000.0,107667000.0,476828000.0,77503000.0,,,0.0,,8675000.0,8675000.0,905000.0,,67923000.0,,,,,,,399325000.0,1412000.0,,196155000.0,,,510000.0,187094000.0,,,14154000.0,13330000.0,824000.0,,,2023-09-30
,156692338.0,156692338.0,106031000.0,158801000.0,153030000.0,262308000.0,144679000.0,153030000.0,50553000.0,154060000.0,199313000.0,154060000.0,154060000.0,52671000.0,51069000.0,1336000.0,101389000.0,101389000.0,261213000.0,82354000.0,1000.0,1282000.0,,81071000.0,35818000.0,45253000.0,1282000.0,178859000.0,-2000.0,8648000.0,77730000.0,14735000.0,62995000.0,21000.0,21000.0,91633000.0,13226000.0,909000.0,77498000.0,415273000.0,91734000.0,-1000.0,8268000.0,856000.0,298000.0,0.0,,1030000.0,1030000.0,81283000.0,-60861000.0,142144000.0,79286000.0,44782000.0,18076000.0,0.0,323538000.0,2361000.0,2361000.0,227634000.0,141664000.0,85970000.0,510000.0,86277000.0,0.0,86277000.0,6756000.0,4539000.0,2217000.0,0.0,2217000.0,2023-03-31
