Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Accrued Expenses
264405149.0,264405149.0,1020300000.0,41628500000.0,42557500000.0,15863400000.0,41628500000.0,246200000.0,41783400000.0,41783400000.0,41835600000.0,52200000.0,41783400000.0,41519000000.0,,,264400000.0,264400000.0,28698100000.0,406800000.0,,169000000.0,169000000.0,91700000.0,28291300000.0,8332700000.0,851300000.0,77200000.0,774100000.0,956400000.0,9484500000.0,,,,9484500000.0,70533700000.0,26379000000.0,3780200000.0,,529300000.0,473400000.0,,473400000.0,,,,154900000.0,90400000.0,64500000.0,19327700000.0,,19327700000.0,1726800000.0,17600900000.0,,,,,44154700000.0,5112200000.0,49300000.0,,,13687400000.0,,,,,,23138400000.0,,,2167400000.0,875900000.0,1291500000.0,,,2024-03-31,
264405149.0,264405149.0,154000000.0,39972300000.0,40139500000.0,14588200000.0,39972300000.0,154000000.0,40139500000.0,40139500000.0,40183600000.0,44100000.0,40139500000.0,39875100000.0,,,264400000.0,264400000.0,23538300000.0,270200000.0,,103100000.0,103100000.0,27000000.0,23268100000.0,6932000000.0,50900000.0,50900000.0,,935700000.0,6725000000.0,,,66000000.0,6659000000.0,63721900000.0,25865600000.0,3328600000.0,,445700000.0,545200000.0,,545200000.0,,,,167200000.0,102700000.0,64500000.0,19163700000.0,,19163700000.0,1340600000.0,17823100000.0,,,,,37856300000.0,2352700000.0,48600000.0,,,14641800000.0,,,,,,14278600000.0,,,6534600000.0,801000000.0,5733600000.0,,,2023-09-30,
264405149.0,264405149.0,156200000.0,39462100000.0,39648900000.0,14089900000.0,39462100000.0,156200000.0,39648900000.0,39648900000.0,39695000000.0,46100000.0,39648900000.0,36300000.0,26352400000.0,8762800000.0,264400000.0,264400000.0,23108900000.0,334300000.0,184500000.0,107400000.0,107400000.0,42400000.0,22774600000.0,25000000.0,48800000.0,48800000.0,,1020700000.0,20662300000.0,12923000000.0,569500000.0,,7169800000.0,62803900000.0,25939400000.0,3100000.0,3781500000.0,450100000.0,147000000.0,300000.0,92900000.0,53800000.0,100000.0,100000.0,186800000.0,122300000.0,64500000.0,19094800000.0,-31495900000.0,50590700000.0,771300000.0,509300000.0,36994300000.0,8557800000.0,3758000000.0,0.0,36864500000.0,400000.0,48600000.0,569500000.0,4500900000.0,14278100000.0,2013200000.0,2920700000.0,3795800000.0,5548400000.0,10400000.0,14073200000.0,-810900000.0,14884100000.0,3383400000.0,84800000.0,3298600000.0,2503400000.0,795200000.0,2023-03-31,
