Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Non Current Deferred Taxes Assets,Financial Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Treasury Stock,Retained Earnings,Additional Paid In Capital,Non Current Accrued Expenses,Non Current Deferred Revenue,Dividends Payable,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Prepaid Assets,Other Receivables,Other Short Term Investments
345114771.0,345114771.0,5225700000.0,33403300000.0,43866300000.0,33403300000.0,18700000.0,38659300000.0,43866300000.0,43695400000.0,5036100000.0,38659300000.0,37972000000.0,687300000.0,687300000.0,1584039400000.0,,58800000.0,5225700000.0,18700000.0,5207000000.0,586900000.0,14605200000.0,,,14605200000.0,1627734800000.0,23400000.0,,60532500000.0,60532500000.0,,838200000.0,5256000000.0,3500000.0,5252500000.0,29100000.0,29100000.0,,29100000.0,176100000.0,500000.0,8581200000.0,8581200000.0,2024-03-31,,,,,,,,,,,,,,
345114771.0,345114771.0,8085000000.0,29465500000.0,42542200000.0,29465500000.0,3064000000.0,37521200000.0,42542200000.0,42386300000.0,4865100000.0,37521200000.0,36834100000.0,687100000.0,687100000.0,1385981400000.0,1730000000.0,7400000.0,8085000000.0,3064000000.0,5021000000.0,660700000.0,28071700000.0,17006800000.0,92500000.0,10972400000.0,1428367700000.0,15800000.0,2198000000.0,84250600000.0,84250600000.0,82052600000.0,7696000000.0,8055700000.0,2803200000.0,5252500000.0,3851300000.0,3851300000.0,0.0,3851300000.0,37100000.0,4190800000.0,8143800000.0,8143800000.0,2023-09-30,,,,,,,,,,,,,,
345114771.0,345114771.0,8211800000.0,27562800000.0,40389000000.0,27562800000.0,3005200000.0,35182400000.0,40389000000.0,39685000000.0,4502600000.0,35182400000.0,34495200000.0,687200000.0,687200000.0,1278552800000.0,2441000000.0,100000.0,8211800000.0,3005200000.0,5206600000.0,483600000.0,17095000000.0,,,17095000000.0,1318237800000.0,38600000.0,761700000.0,89200800000.0,89200800000.0,88439100000.0,7769200000.0,7619600000.0,2367100000.0,5252500000.0,3857200000.0,3857200000.0,8100000.0,3849100000.0,157800000.0,6812400000.0,12259000000.0,12259000000.0,2023-03-31,,,,,,,,,,,,,,
