Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
16082319.0,16082319.0,126847000.0,316465000.0,1564684000.0,2079377000.0,817769000.0,1564684000.0,1762912000.0,1762912000.0,1756733000.0,-6179000.0,1762912000.0,1602089000.0,,,160823000.0,160823000.0,643883000.0,1724000.0,,1724000.0,642159000.0,2062000.0,,316465000.0,316465000.0,,13912000.0,308940000.0,,,53051000.0,255889000.0,2400616000.0,940688000.0,,,25634000.0,228473000.0,228473000.0,,,198228000.0,198228000.0,,481202000.0,,481202000.0,59650000.0,421552000.0,,,,,1459928000.0,96763000.0,,,39880000.0,,,,,632238000.0,,,691047000.0,501429000.0,189618000.0,,,2024-03-31
16082319.0,16082319.0,200809000.0,287340000.0,1473635000.0,1961552000.0,734800000.0,1473635000.0,1674212000.0,1674212000.0,1666756000.0,-7456000.0,1674212000.0,1513389000.0,,,160823000.0,160823000.0,703292000.0,683000.0,,683000.0,702609000.0,1865000.0,,287340000.0,287340000.0,,15504000.0,397506000.0,,,46320000.0,351186000.0,2370048000.0,932639000.0,,,26440000.0,228708000.0,228708000.0,,,200577000.0,200577000.0,,471047000.0,,471047000.0,34291000.0,436756000.0,,,,,1437409000.0,226785000.0,,,25468000.0,,,,,664011000.0,,,521145000.0,434614000.0,86531000.0,,,2023-09-30
15582319.0,15582319.0,23995000.0,221935000.0,1311128000.0,1737907000.0,575300000.0,1311128000.0,1515972000.0,1515972000.0,1505799000.0,-10173000.0,1515972000.0,53543000.0,696313000.0,383263000.0,155823000.0,155823000.0,689414000.0,683000.0,683000.0,683000.0,688731000.0,834000.0,40389000.0,221935000.0,221935000.0,15163000.0,15163000.0,410410000.0,1278000.0,387000.0,40389000.0,408745000.0,2195213000.0,931182000.0,2000.0,6206000.0,19777000.0,14029000.0,14029000.0,212746000.0,212746000.0,204844000.0,2633000.0,202211000.0,473578000.0,-249960000.0,723538000.0,36192000.0,35285000.0,525906000.0,40024000.0,86131000.0,0.0,1264031000.0,108733000.0,520000.0,105109000.0,24070000.0,8123000.0,1675000.0,14272000.0,215000.0,542870000.0,-67676000.0,610546000.0,591247000.0,393307000.0,197940000.0,5521000.0,192419000.0,2023-03-31
