Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Preferred Stock Equity,Preferred Stock,Tradeand Other Payables Non Current
112818761.0,112818761.0,2074684000.0,3599856000.0,18261787000.0,21174575000.0,10531568000.0,18261787000.0,710236000.0,18284955000.0,18284955000.0,18284955000.0,18284955000.0,17720861000.0,,,564094000.0,564094000.0,10408015000.0,986251000.0,,,,247314000.0,605839000.0,605839000.0,0.0,111513000.0,9421764000.0,757381000.0,,2994017000.0,104397000.0,2889620000.0,,247243000.0,4308885000.0,,,17003000.0,4291882000.0,28692970000.0,8739638000.0,619576000.0,,,,904063000.0,904063000.0,205395000.0,,23168000.0,23168000.0,6958809000.0,,6958809000.0,1635782000.0,5323027000.0,,,,,19953332000.0,945240000.0,,,,8978230000.0,,,,,7575000.0,,6411955000.0,,,3610332000.0,2795396000.0,814936000.0,,,2024-03-31,,,
112818761.0,112818761.0,3566296000.0,4401289000.0,17132016000.0,20868011000.0,10653050000.0,17132016000.0,708834000.0,17175556000.0,17175556000.0,17175556000.0,17175556000.0,16611462000.0,,,564094000.0,564094000.0,11172602000.0,1074826000.0,78000.0,,,222193000.0,633300000.0,633300000.0,0.0,197367000.0,10097776000.0,657912000.0,,3767989000.0,75534000.0,3692455000.0,,208150000.0,4226622000.0,,,98177000.0,4128445000.0,28348158000.0,7597332000.0,349473000.0,,,921759000.0,59725000.0,59725000.0,201165000.0,201165000.0,43540000.0,43540000.0,6014275000.0,,6014275000.0,713783000.0,5300492000.0,,,,,20750826000.0,1335088000.0,,,,9225959000.0,,,,,5106000.0,,6256570000.0,,,3928103000.0,3801944000.0,126159000.0,,,2023-09-30,,,
112818899.0,112818899.0,3886240000.0,4734950000.0,15184820000.0,19276730000.0,9002370000.0,15184820000.0,697300000.0,15239080000.0,15426570000.0,15239080000.0,15239080000.0,15740000.0,9579390000.0,0.0,478480000.0,478480000.0,11204050000.0,1168080000.0,,153700000.0,80000.0,191040000.0,801370000.0,613880000.0,187490000.0,,10035970000.0,1220000.0,229540000.0,3933580000.0,83420000.0,3850160000.0,239530000.0,,4733990000.0,94910000.0,0.0,111910000.0,4527170000.0,26443130000.0,7404790000.0,,720000.0,367910000.0,,919460000.0,919460000.0,200390000.0,200390000.0,54260000.0,54260000.0,5699710000.0,-2618350000.0,8318060000.0,497400000.0,1122240000.0,4476530000.0,1748140000.0,473750000.0,0.0,19038340000.0,,29510000.0,25790000.0,435000000.0,8592780000.0,201440000.0,5992150000.0,1467570000.0,931620000.0,6760000.0,577810000.0,6315230000.0,-350310000.0,6665540000.0,3055460000.0,2904050000.0,151410000.0,0.0,151410000.0,2023-06-30,,,
112818899.0,112818899.0,4848060000.0,5804410000.0,14132790000.0,19356060000.0,8465440000.0,14132790000.0,646000000.0,14197650000.0,14466240000.0,14197650000.0,14197650000.0,12560000.0,8836760000.0,0.0,478480000.0,478480000.0,12138560000.0,1142800000.0,-700000.0,140810000.0,90000.0,148670000.0,832640000.0,564050000.0,268590000.0,,10995760000.0,60400000.0,64340000.0,4971770000.0,81950000.0,4889820000.0,221920000.0,,4679240000.0,98000000.0,400000.0,179550000.0,4401290000.0,26336210000.0,6875010000.0,,9140000.0,340080000.0,,581050000.0,581050000.0,196290000.0,196290000.0,64860000.0,64860000.0,5542490000.0,-2482640000.0,8025130000.0,435780000.0,1047660000.0,4399230000.0,1733820000.0,408640000.0,0.0,19461200000.0,,14030000.0,24990000.0,574830000.0,8601770000.0,165300000.0,6150840000.0,1489330000.0,796300000.0,12690000.0,619570000.0,5918730000.0,-347410000.0,6266140000.0,3694590000.0,3384240000.0,310350000.0,188000000.0,122350000.0,2023-03-31,,,
112818899.0,112818899.0,3986780000.0,4788690000.0,13492690000.0,17718410000.0,8062230000.0,13492690000.0,637850000.0,13567570000.0,13917270000.0,13567570000.0,13567570000.0,10530000.0,8418450000.0,7510000.0,239240000.0,239240000.0,9827370000.0,1138230000.0,,85570000.0,100000.0,123920000.0,907210000.0,557510000.0,349700000.0,,8689140000.0,29220000.0,,3881480000.0,80340000.0,3801140000.0,258040000.0,,3816900000.0,36230000.0,400000.0,143150000.0,3637120000.0,23394940000.0,6643570000.0,,0.0,270320000.0,,597430000.0,597430000.0,196970000.0,196970000.0,74880000.0,74880000.0,5378990000.0,-2356970000.0,7735960000.0,458180000.0,1016430000.0,4215100000.0,1625610000.0,420640000.0,0.0,16751370000.0,147090000.0,0.0,26370000.0,741070000.0,7381210000.0,184100000.0,5178220000.0,1203700000.0,815190000.0,8480000.0,15880000.0,5685460000.0,-343220000.0,6028680000.0,2745810000.0,2581750000.0,164060000.0,150000000.0,14060000.0,2022-12-31,,,
