Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges,Restructuring And Mergern Acquisition
-192180359.074194,0.330377,3945800000.0,-581700000.0,-581700000.0,1085600000.0,1360600000.0,17265200000.0,3364100000.0,2003500000.0,-616600000.0,616600000.0,1475119640.925806,1085600000.0,27364000000.0,,,,,1085600000.0,1085600000.0,0.0,1085600000.0,62900000.0,1022700000.0,1022700000.0,458200000.0,1386900000.0,30700000.0,-581700000.0,-616600000.0,616600000.0,2554500000.0,10098800000.0,6585200000.0,1360600000.0,1360600000.0,12653300000.0,17265200000.0,29918500000.0,29918500000.0,2024-03-31,,
0.0,0.239244,4204400000.0,0.0,0.0,1814800000.0,1273400000.0,17385300000.0,4204400000.0,2931000000.0,-655500000.0,655500000.0,1814800000.0,1814800000.0,26729800000.0,40445732.0,40445732.0,44.87,44.87,1814800000.0,1814800000.0,0.0,1814800000.0,2000000.0,1812800000.0,1812800000.0,544400000.0,2275500000.0,29400000.0,0.0,-655500000.0,655500000.0,2901600000.0,9344500000.0,5899400000.0,1273400000.0,1273400000.0,12246100000.0,17385300000.0,29631400000.0,29631400000.0,2023-12-31,,
0.0,0.25257,4665900000.0,0.0,0.0,2080000000.0,1244900000.0,17297500000.0,4665900000.0,3421000000.0,-717200000.0,717200000.0,2080000000.0,2080000000.0,27216900000.0,40451186.0,40451186.0,51.42,51.42,2080000000.0,2080000000.0,0.0,2080000000.0,2800000.0,2077200000.0,2077200000.0,682900000.0,2703800000.0,104700000.0,0.0,-717200000.0,717200000.0,3316300000.0,9919400000.0,6497500000.0,1244900000.0,1244900000.0,13235700000.0,17297500000.0,30533200000.0,30533200000.0,2023-09-30,,
0.0,0.265305,3903500000.0,0.0,0.0,1446100000.0,1209400000.0,17295700000.0,3903500000.0,2694100000.0,-701300000.0,701300000.0,1446100000.0,1446100000.0,26690100000.0,40450350.0,40450350.0,35.75,35.75,1446100000.0,1446100000.0,0.0,1446100000.0,6000000.0,1440100000.0,1440100000.0,528700000.0,1992800000.0,32500000.0,0.0,-701300000.0,701300000.0,2661600000.0,9394400000.0,6229600000.0,1209400000.0,1209400000.0,12056000000.0,17295700000.0,29351700000.0,29351700000.0,2023-06-30,,
-26974908.702736,0.253048,3730300000.0,-106600000.0,-106600000.0,1337000000.0,1253000000.0,18160600000.0,3623700000.0,2370700000.0,-579600000.0,590800000.0,1416625091.297264,1337000000.0,24639000000.0,,,,,1337000000.0,1337000000.0,0.0,1337000000.0,12800000.0,1324200000.0,1324200000.0,450400000.0,1779900000.0,-67000000.0,-106600000.0,-579600000.0,590800000.0,2450900000.0,6478400000.0,-32000000.0,1253000000.0,867200000.0,8929300000.0,18160600000.0,27089900000.0,27089900000.0,2023-03-31,,
,,,,,,,,,,,,,,,40445714.0,40445714.0,8.75,8.75,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,
19849696.8502,0.266082,3890300000.0,74600000.0,74600000.0,1541600000.0,1317700000.0,19400800000.0,3964900000.0,2647200000.0,-618500000.0,618500000.0,1486849696.8502,1541600000.0,29417100000.0,40451325.0,40451325.0,38.11,38.11,1541600000.0,1541600000.0,0.0,1541600000.0,-200000.0,1541800000.0,1541800000.0,539800000.0,2028700000.0,61500000.0,74600000.0,-618500000.0,618500000.0,2511100000.0,10016300000.0,6742300000.0,1317700000.0,1317700000.0,12527400000.0,19400800000.0,31928200000.0,31928200000.0,2024-06-30 00:00:00,-115000000.0,40400000.0
-85685.210312,0.285617,3657300000.0,-300000.0,-300000.0,1218800000.0,1371100000.0,20682600000.0,3657000000.0,2285900000.0,-664500000.0,664500000.0,1219014314.789688,1218800000.0,30793600000.0,40451377.0,40451377.0,30.13,30.13,1218800000.0,1218800000.0,0.0,1218800000.0,4300000.0,1214500000.0,1214500000.0,463100000.0,1621400000.0,34500000.0,-300000.0,-664500000.0,664500000.0,2251700000.0,10111000000.0,6550000000.0,1371100000.0,1371100000.0,12362700000.0,20682600000.0,33045300000.0,33045300000.0,2024-09-30 00:00:00,,300000.0
