Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.257644,49993000.0,30493000.0,8693000.0,76461000.0,49993000.0,41300000.0,-224000.0,224000.0,30493000.0,30493000.0,200124000.0,,,,,30493000.0,30493000.0,0.0,30493000.0,30493000.0,30493000.0,10583000.0,41076000.0,22492000.0,-224000.0,224000.0,18809000.0,123663000.0,54185000.0,8693000.0,8693000.0,142472000.0,76461000.0,218933000.0,218933000.0,2024-03-31
0.0,0.22289,64026000.0,42797000.0,8698000.0,70218000.0,64026000.0,55328000.0,-256000.0,256000.0,42797000.0,42797000.0,199169000.0,4993816.0,4993816.0,8.57,8.57,42797000.0,42797000.0,0.0,42797000.0,42797000.0,42797000.0,12275000.0,55072000.0,18458000.0,-256000.0,256000.0,36869000.0,128951000.0,58708000.0,8698000.0,8698000.0,165820000.0,70218000.0,236038000.0,236038000.0,2023-12-31
0.0,0.190857,57194000.0,38851000.0,8924000.0,37889000.0,57194000.0,48270000.0,-255000.0,255000.0,38851000.0,38851000.0,158265000.0,4993702.0,4993702.0,7.78,7.78,38851000.0,38851000.0,0.0,38851000.0,38851000.0,38851000.0,9164000.0,48015000.0,14937000.0,-255000.0,255000.0,33333000.0,120376000.0,51656000.0,8924000.0,8924000.0,153709000.0,37889000.0,191598000.0,191598000.0,2023-09-30
0.0,0.187848,68651000.0,48388000.0,8815000.0,29275000.0,68651000.0,59836000.0,-256000.0,256000.0,48388000.0,48388000.0,153468000.0,4998760.0,4998760.0,9.68,9.68,48388000.0,48388000.0,0.0,48388000.0,48388000.0,48388000.0,11192000.0,59580000.0,19720000.0,-256000.0,256000.0,40116000.0,124193000.0,50353000.0,8815000.0,8815000.0,164309000.0,29275000.0,193584000.0,193584000.0,2023-06-30
0.0,0.12448,41254000.0,28183000.0,8808000.0,53358000.0,41254000.0,32446000.0,2779000.0,256000.0,28183000.0,28183000.0,145619000.0,,,,,28183000.0,28183000.0,0.0,28183000.0,28183000.0,28183000.0,4007000.0,32190000.0,16674000.0,2779000.0,256000.0,15772000.0,92261000.0,-51761000.0,8808000.0,8808000.0,108033000.0,53358000.0,161391000.0,161391000.0,2023-03-31
,,,,,,,,,,,,,4999472.0,4999472.0,5.68,5.68,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.146404,52465000.0,37239000.0,8646000.0,60405000.0,52465000.0,43819000.0,-193000.0,193000.0,37239000.0,37239000.0,205638000.0,4998523.0,4998523.0,7.45,7.45,37239000.0,37239000.0,0.0,37239000.0,37239000.0,37239000.0,6387000.0,43626000.0,19896000.0,-193000.0,193000.0,23922000.0,145233000.0,82528000.0,8646000.0,8646000.0,169155000.0,60405000.0,229560000.0,229560000.0,2024-06-30 00:00:00
