Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.337806,4535800000.0,1847400000.0,1418300000.0,27517000000.0,4535800000.0,3117500000.0,-307600000.0,307600000.0,1847400000.0,1847400000.0,38667600000.0,,,,,1847400000.0,1847400000.0,0.0,1847400000.0,-9600000.0,1857000000.0,,1860700000.0,949200000.0,2809900000.0,50600000.0,-307600000.0,307600000.0,3061400000.0,11150600000.0,6754500000.0,1418300000.0,1418300000.0,14212000000.0,27517000000.0,41729000000.0,41729000000.0,2024-03-31
0.0,0.277669,4570800000.0,2002300000.0,1447000000.0,26695500000.0,4570800000.0,3123800000.0,-316500000.0,316500000.0,2002300000.0,2002300000.0,36926500000.0,848432203.0,848432203.0,2.36,2.36,2002300000.0,2002300000.0,0.0,2002300000.0,-24600000.0,2026900000.0,,2027800000.0,779500000.0,2807300000.0,252000000.0,-316500000.0,316500000.0,2871800000.0,10231000000.0,5846300000.0,1447000000.0,1447000000.0,13102800000.0,26695500000.0,39798300000.0,39798300000.0,2023-12-31
0.0,0.260491,5366700000.0,2694000000.0,1414600000.0,29742100000.0,5366700000.0,3952100000.0,-296700000.0,296700000.0,2694000000.0,2694000000.0,40139000000.0,852531646.0,852531646.0,3.16,3.16,2694000000.0,2694000000.0,0.0,2694000000.0,-9200000.0,2703200000.0,,2703200000.0,952200000.0,3655400000.0,373900000.0,-296700000.0,296700000.0,3576200000.0,10396900000.0,5980800000.0,1414600000.0,1414600000.0,13973100000.0,29742100000.0,43715200000.0,43715200000.0,2023-09-30
0.0,0.263692,4607200000.0,2223100000.0,1324300000.0,30021300000.0,4607200000.0,3282900000.0,-239200000.0,239200000.0,2223100000.0,2223100000.0,39397500000.0,848511450.0,848511450.0,2.62,2.62,2223100000.0,2223100000.0,0.0,2223100000.0,-18000000.0,2241100000.0,,2241100000.0,802600000.0,3043700000.0,223000000.0,-239200000.0,239200000.0,3057300000.0,9376200000.0,5302600000.0,1324300000.0,1324300000.0,12433500000.0,30021300000.0,42454800000.0,42454800000.0,2023-06-30
0.0,0.292889,4070100000.0,1801200000.0,1300300000.0,27153600000.0,4070100000.0,2769800000.0,-244800000.0,209100000.0,1801200000.0,1801200000.0,33330000000.0,,,,,1801200000.0,1801200000.0,0.0,1801200000.0,-9500000.0,1810700000.0,0.0,1810700000.0,750000000.0,2560700000.0,-803800000.0,-244800000.0,209100000.0,2463300000.0,6176400000.0,185600000.0,1300300000.0,1091200000.0,8639700000.0,27153600000.0,35793300000.0,35793300000.0,2023-03-31
,,,,,,,,,,,,,848760684.0,848760684.0,2.34,2.34,,,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.301535,4896000000.0,2200600000.0,1437600000.0,30079700000.0,4896000000.0,3458400000.0,-297900000.0,297900000.0,2200600000.0,2200600000.0,41063000000.0,849652510.0,849652510.0,2.59,2.59,2200600000.0,2200600000.0,0.0,2200600000.0,-6900000.0,2207500000.0,,2207500000.0,953000000.0,3160500000.0,163300000.0,-297900000.0,297900000.0,3294100000.0,10983300000.0,6334100000.0,1437600000.0,1437600000.0,14277400000.0,30079700000.0,44357100000.0,44357100000.0,2024-06-30 00:00:00
