Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-85777255.048267,0.127911,815160000.0,-670600000.0,-670600000.0,-953940000.0,256820000.0,805130000.0,144560000.0,-112260000.0,-959890000.0,959890000.0,-369117255.048267,-953940000.0,1396260000.0,,,,,-953940000.0,-953940000.0,0.0,-953940000.0,-18940000.0,-935010000.0,-935010000.0,-137140000.0,-1072150000.0,211330000.0,-670600000.0,,,,-959890000.0,959890000.0,347020000.0,591130000.0,244560000.0,256820000.0,256820000.0,938150000.0,805130000.0,1743280000.0,1743280000.0,2024-03-31
-25306926.901371,0.029206,869390000.0,-866490000.0,-866490000.0,-1243420000.0,256650000.0,945180000.0,2900000.0,-253750000.0,-1011390000.0,1011390000.0,-402236926.901371,-1243420000.0,1490270000.0,352243626.0,352243626.0,-3.53,-3.53,-1243420000.0,-1243420000.0,0.0,-1243420000.0,-15230000.0,-1228190000.0,-1228190000.0,-36950000.0,-1265140000.0,66990000.0,-866490000.0,,,,-1011390000.0,1011390000.0,545750000.0,545090000.0,210430000.0,256650000.0,256650000.0,1090840000.0,945180000.0,2036020000.0,2036020000.0,2023-12-31
-124333368.611263,0.043698,1209880000.0,-2845310000.0,-2845310000.0,-3000980000.0,248670000.0,571950000.0,-1635430000.0,-1884100000.0,-1209430000.0,1209430000.0,-280003368.611263,-3000980000.0,991190000.0,352227700.0,352227700.0,-8.52,-8.52,-3000980000.0,-3000980000.0,0.0,-3000980000.0,-42630000.0,-2958350000.0,-2958350000.0,-135180000.0,-3093530000.0,344590000.0,-2845310000.0,2412610000.0,432700000.0,432200000.0,-1209430000.0,1209430000.0,616620000.0,419240000.0,102130000.0,248670000.0,248670000.0,1035860000.0,571950000.0,1607810000.0,1607810000.0,2023-09-30
-62421000.0,0.3,1415690000.0,-208070000.0,-208070000.0,-232840000.0,251670000.0,1213630000.0,1207620000.0,955950000.0,-1106830000.0,1106830000.0,-87191000.0,-232840000.0,1599180000.0,352787879.0,352787879.0,-0.66,-0.66,-232840000.0,-232840000.0,0.0,-232840000.0,-21890000.0,-210950000.0,-210950000.0,60070000.0,-150880000.0,361410000.0,-208070000.0,215620000.0,-7550000.0,,-1106830000.0,1106830000.0,802600000.0,385550000.0,60100000.0,251670000.0,251670000.0,1188150000.0,1213630000.0,2401780000.0,2401780000.0,2023-06-30
294564000.0,0.3,1456650000.0,981880000.0,981880000.0,3420560000.0,244450000.0,1410650000.0,2438530000.0,2194080000.0,1092240000.0,-1092240000.0,2733244000.0,3420560000.0,883270000.0,,,,,3420560000.0,3420560000.0,0.0,3420560000.0,-29220000.0,3449780000.0,3449780000.0,-163460000.0,3286320000.0,525320000.0,981880000.0,,,,1092240000.0,-1092240000.0,686880000.0,-527380000.0,-845440000.0,244450000.0,244450000.0,159500000.0,1410650000.0,1570150000.0,1570150000.0,2023-03-31
,,,,,,,,,,,,,,,352655860.0,352655860.0,-4.01,-4.01,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,979030000.0,0.0,0.0,-208190000.0,292310000.0,470450000.0,979030000.0,686720000.0,-825060000.0,825060000.0,-208190000.0,-208190000.0,1030290000.0,352864407.0,352864407.0,-0.59,-0.59,-208190000.0,-208190000.0,0.0,-208190000.0,-48900000.0,-159290000.0,-159290000.0,20950000.0,-138340000.0,48770000.0,0.0,,0.0,,-825060000.0,825060000.0,637950000.0,559840000.0,196690000.0,292310000.0,292310000.0,1197790000.0,470450000.0,1668240000.0,1668240000.0,2024-06-30 00:00:00
