Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Stock,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
12311642.0,2769690488.0,2782002130.0,833900000.0,13037700000.0,35291100000.0,5776700000.0,13037700000.0,116700000.0,34573900000.0,35279900000.0,34557400000.0,-16500000.0,34573900000.0,31791900000.0,2782000000.0,2782000000.0,17603300000.0,2738600000.0,74200000.0,1799000000.0,790300000.0,84300000.0,706000000.0,75100000.0,14864700000.0,13481600000.0,43600000.0,32400000.0,11200000.0,25600000.0,259000000.0,1600000.0,257400000.0,52160700000.0,31519300000.0,775300000.0,,5870300000.0,5870300000.0,21536200000.0,5081700000.0,16454500000.0,2875300000.0,2875300000.0,970400000.0,1904900000.0,20641400000.0,8094200000.0,763800000.0,1279700000.0,10503700000.0,3430500000.0,7073200000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
12311642.0,2671063244.0,2683374886.0,0.0,11143300000.0,32315600000.0,4867100000.0,11143300000.0,,32315600000.0,32315600000.0,32314100000.0,-1500000.0,32315600000.0,29632200000.0,2683400000.0,2683400000.0,10260900000.0,1819600000.0,122400000.0,1525200000.0,0.0,,0.0,70800000.0,8441300000.0,6890700000.0,0.0,,0.0,19000000.0,626500000.0,1600000.0,624900000.0,42575000000.0,29266600000.0,748700000.0,,4456900000.0,4456900000.0,21172300000.0,4717800000.0,16454500000.0,1968900000.0,1968900000.0,55100000.0,1913800000.0,13308400000.0,5996900000.0,31000000.0,653600000.0,6626900000.0,3532600000.0,3094300000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
12311642.0,2665469540.0,2677781182.0,0.0,11428700000.0,31654900000.0,4708100000.0,11428700000.0,,31654900000.0,31654900000.0,31664600000.0,9700000.0,31654900000.0,28977100000.0,2677800000.0,2677800000.0,9375600000.0,1540800000.0,148400000.0,1280500000.0,0.0,,0.0,61800000.0,7834800000.0,6825300000.0,0.0,,0.0,18700000.0,149100000.0,1600000.0,147500000.0,41040200000.0,28497400000.0,751100000.0,0.0,4705200000.0,4705200000.0,20226200000.0,3771700000.0,16454500000.0,1950200000.0,1950200000.0,,1950200000.0,12542900000.0,6028900000.0,131000000.0,650300000.0,5732700000.0,3032500000.0,2700200000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
