Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.259427,685500000.0,0.0,0.0,287500000.0,4500000.0,1500500000.0,685500000.0,681000000.0,-283200000.0,283200000.0,287500000.0,287500000.0,1659700000.0,,,,,287500000.0,287500000.0,0.0,287500000.0,-7100000.0,294600000.0,294600000.0,103200000.0,397800000.0,22800000.0,0.0,-283200000.0,283200000.0,658300000.0,159200000.0,4500000.0,4500000.0,817500000.0,1500500000.0,2318000000.0,2318000000.0,2024-03-31
0.0,0.262315,617900000.0,0.0,0.0,304800000.0,6600000.0,1358300000.0,617900000.0,611300000.0,-205300000.0,205300000.0,304800000.0,304800000.0,1474600000.0,35483120.0,35483120.0,8.59,8.59,304800000.0,304800000.0,0.0,304800000.0,5300000.0,299500000.0,299500000.0,106500000.0,406000000.0,18200000.0,0.0,-205300000.0,205300000.0,593100000.0,116300000.0,6600000.0,6600000.0,709400000.0,1358300000.0,2067700000.0,2067700000.0,2023-12-31
0.0,0.216604,399700000.0,0.0,0.0,225300000.0,3100000.0,985600000.0,399700000.0,396600000.0,-103900000.0,103900000.0,225300000.0,225300000.0,1079300000.0,35990415.0,35990415.0,6.26,6.26,225300000.0,225300000.0,0.0,225300000.0,-4000000.0,229300000.0,229300000.0,63400000.0,292700000.0,22500000.0,0.0,-103900000.0,103900000.0,374100000.0,93700000.0,3100000.0,3100000.0,467800000.0,985600000.0,1453400000.0,1453400000.0,2023-09-30
0.0,0.260034,387300000.0,0.0,0.0,210700000.0,3000000.0,732000000.0,387300000.0,384300000.0,-92800000.0,92800000.0,210700000.0,210700000.0,791400000.0,35471380.0,35471380.0,5.94,5.94,210700000.0,210700000.0,0.0,210700000.0,-5000000.0,215700000.0,215700000.0,75800000.0,291500000.0,15200000.0,0.0,-92800000.0,92800000.0,369100000.0,59400000.0,3000000.0,3000000.0,428500000.0,732000000.0,1160500000.0,1160500000.0,2023-06-30
0.0,0.238839,345705000.0,0.0,0.0,151098000.0,4536000.0,183065000.0,345705000.0,341169000.0,-125055000.0,146904000.0,151098000.0,151098000.0,836845000.0,,,,,151098000.0,151098000.0,0.0,151098000.0,3230000.0,147867000.0,147867000.0,46398000.0,194265000.0,13623000.0,0.0,-125055000.0,146904000.0,305700000.0,653780000.0,4536000.0,4536000.0,959480000.0,183065000.0,1142545000.0,1142545000.0,2023-03-31
,,,,,,,,,,,,,,,35466667.0,35466667.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.237308,667400000.0,0.0,0.0,314300000.0,8700000.0,1196800000.0,667400000.0,658700000.0,-229300000.0,229300000.0,314300000.0,314300000.0,1302800000.0,36209677.0,35474041.0,8.68,8.86,314300000.0,314300000.0,0.0,314300000.0,-13200000.0,327500000.0,327500000.0,101900000.0,429400000.0,24200000.0,0.0,-229300000.0,229300000.0,634500000.0,106000000.0,8700000.0,8700000.0,740500000.0,1196800000.0,1937300000.0,1937300000.0,2024-06-30 00:00:00
