Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
4750000.0,4750000.0,116719000.0,117238000.0,202447000.0,319685000.0,-268692000.0,202447000.0,202447000.0,279090000.0,202447000.0,202447000.0,154947000.0,,47500000.0,47500000.0,495853000.0,86326000.0,7179000.0,,76643000.0,76643000.0,2504000.0,409527000.0,92688000.0,40595000.0,40595000.0,,939000.0,200901000.0,,200901000.0,698300000.0,557465000.0,13082000.0,,69341000.0,69341000.0,,,5065000.0,,458509000.0,,458509000.0,,458509000.0,,,,,140835000.0,9565000.0,,54980000.0,,,8579000.0,,67192000.0,,,519000.0,519000.0,,,2024-03-31
4750000.0,4750000.0,99150000.0,104103000.0,184314000.0,288417000.0,-263093000.0,184314000.0,184314000.0,254537000.0,184314000.0,184314000.0,136814000.0,,47500000.0,47500000.0,526227000.0,80184000.0,7219000.0,,70223000.0,70223000.0,2742000.0,446043000.0,109430000.0,33880000.0,33880000.0,,1387000.0,221789000.0,,221789000.0,710541000.0,527591000.0,17138000.0,,39204000.0,39204000.0,,,5065000.0,,454113000.0,,454113000.0,,454113000.0,,,,,182950000.0,1701000.0,,58749000.0,,,32898000.0,,84649000.0,,,4953000.0,4953000.0,,,2023-09-30
4750000.0,4750000.0,99274159.0,102430156.0,186319584.0,288749740.0,-273845828.0,186319584.0,186319584.0,247197157.0,186319584.0,186319584.0,138820000.0,106361981.0,47500000.0,47500000.0,527728350.0,71132662.0,7259063.0,2996026.0,60877573.0,60877573.0,2996000.0,456595688.0,20646689.0,41552583.0,41552583.0,1400305.0,1400000.0,288585481.0,76922808.0,211662673.0,714047934.0,531298074.0,299.0,0.0,14620753.0,14620753.0,24579942.0,24579942.0,5065000.0,0.0,463107434.0,-133908197.0,597015631.0,0.0,11466953.0,136711227.0,24289959.0,424547492.0,0.0,182749860.0,1909000.0,6614712.0,56898519.0,56898519.0,0.0,26122939.0,1056214.0,88901479.0,-18495469.0,107396948.0,3155997.0,3155997.0,1600000.0,1555997.0,2023-03-31
